Pressure(Pa),Temperature(K),Xe_mole_frac,Kr_mole_frac,Xe_uptake,Kr_uptake,Xe_Error,Kr_Error
4800000.076,300,0.68,0.32,1204.815488,145.0439365,1.169378839,1.398054976
4800000.076,300,0.7,0.3,1218.530861,135.0169924,2.141484646,0.930609232
4800000.076,300,0.72,0.28,1233.130534,125.5398727,1.120749569,1.337248424
4800000.076,300,0.74,0.26,1247.084401,115.0945945,4.526781927,0.93736088
4800000.076,300,0.76,0.24,1258.495936,105.6070324,1.427468082,0.509968223
4800000.076,300,0.78,0.22,1271.303758,95.9493452,1.524956514,0.606384309
4800000.076,300,0.8,0.2,1283.667395,86.8805502,2.840203271,0.618227376
4800000.076,300,0.82,0.18,1295.200265,77.32181404,1.457021433,0.5096761
4800000.076,300,0.84,0.16,1306.516836,68.20714551,1.371245915,0.333501637
4800000.076,300,0.86,0.14,1316.356238,59.30632836,1.900965305,0.280662147
4800000.076,300,0.88,0.12,1330.081217,50.72324911,3.375739444,0.403144441
4800000.076,300,0.9,0.1,1340.631514,41.87618487,2.003683962,0.319519529
4800000.076,300,0.92,0.08,1352.692354,33.56647657,5.284712896,0.375930614
4800000.076,300,0.94,0.06,1360.503582,24.82366251,1.93249786,0.278688616
4800000.076,300,0.96,0.04,1371.495894,16.50936512,2.646179738,0.259224272
4800000.076,300,0.98,0.02,1379.980575,8.218013171,0.66367513,0.136664713
5200000.074,300,0.02,0.98,103.3737354,901.2199969,0.856959661,2.739553808
5200000.074,300,0.04,0.96,193.4635567,844.5000599,1.266198212,2.504075149
5200000.074,300,0.06,0.94,273.0297514,793.7268503,1.395781403,2.770913315
5200000.074,300,0.08,0.92,344.4455091,747.7800427,1.211376315,2.610870277
5200000.074,300,0.1,0.9,408.9736529,705.8014606,2.352972295,3.450811329
5200000.074,300,0.12,0.88,467.3231797,668.6126716,2.084202778,2.661283054
5200000.074,300,0.14,0.86,521.0619351,633.5212159,1.463770255,2.487892491
5200000.074,300,0.16,0.84,569.4284755,601.4882039,1.248759233,1.790138934
5200000.074,300,0.18,0.82,614.5269726,571.5735658,2.381782295,4.400759061
5200000.074,300,0.2,0.8,657.3671859,542.0737117,2.05743908,1.677998765
5200000.074,300,0.22,0.78,695.3209084,517.4359504,1.888517935,1.13675303
5200000.074,300,0.24,0.76,731.1816376,492.4088616,0.839737198,1.423725199
5200000.074,300,0.26,0.74,767.0947866,469.0341725,3.186613063,1.600183734
5200000.074,300,0.28,0.72,799.2997777,447.204568,1.466964319,2.046460826
5200000.074,300,0.3,0.7,829.4660132,426.380077,0.98573512,3.120630612
5200000.074,300,0.32,0.68,858.0614999,406.349775,1.335484543,1.317877643
5200000.074,300,0.34,0.66,884.9490835,386.8043921,1.725198451,1.208827419
5200000.074,300,0.36,0.64,911.6238133,369.4950714,0.947254758,1.200330856
5200000.074,300,0.38,0.62,936.9127288,351.9504259,2.017339356,1.574492503
5200000.074,300,0.4,0.6,959.8999214,335.12431,1.480317134,1.941265565
5200000.074,300,0.42,0.58,982.0236254,319.7890754,1.967665508,1.115739863
5200000.074,300,0.44,0.56,1004.782499,303.9936854,1.571642169,2.039958842
5200000.074,300,0.46,0.54,1024.696215,289.3495671,1.784673032,1.265554417
5200000.074,300,0.48,0.52,1044.38617,274.7614876,1.688473625,1.512176873
5200000.074,300,0.5,0.5,1063.236404,260.8293529,2.069743034,1.170588081
5200000.074,300,0.52,0.48,1081.503916,247.5484008,1.767380302,1.565435487
5200000.074,300,0.54,0.46,1100.42247,233.9426973,2.715639356,1.694736521
5200000.074,300,0.56,0.44,1116.859467,221.4716235,2.364601271,0.900918942
5200000.074,300,0.58,0.42,1133.067385,209.6266915,2.12050117,1.331440652
5200000.074,300,0.6,0.4,1150.521604,197.2322468,1.466054969,1.149217199
5200000.074,300,0.62,0.38,1165.676052,185.2840171,1.532865821,1.317801857
5200000.074,300,0.64,0.36,1180.707049,174.0599971,3.223763394,1.924725
5200000.074,300,0.66,0.34,1196.118251,162.9907418,1.227293893,0.765977694
5200000.074,300,0.68,0.32,1209.547351,152.2744824,2.538359024,0.896260472
5200000.074,300,0.7,0.3,1223.978477,141.5859134,1.522136463,1.079891886
5200000.074,300,0.72,0.28,1237.196948,130.6948185,1.69604753,0.605983821
5200000.074,300,0.74,0.26,1249.78147,120.271741,2.595614506,0.990474656
5200000.074,300,0.76,0.24,1264.162863,110.5192416,3.193542805,1.120567552
5200000.074,300,0.78,0.22,1277.454618,100.7370429,2.532914712,0.705228773
5200000.074,300,0.8,0.2,1289.702644,90.98068167,2.298785368,0.660669861
5200000.074,300,0.82,0.18,1301.05815,81.36493695,1.218283816,0.730706609
5200000.074,300,0.84,0.16,1313.231373,71.76715027,1.238278689,0.507096884
5200000.074,300,0.86,0.14,1325.045389,62.44612874,0.839616722,0.531880364
5200000.074,300,0.88,0.12,1335.475707,53.09994517,1.895245704,0.519748457
5200000.074,300,0.9,0.1,1346.875439,44.12781536,2.180415514,0.311036146
5200000.074,300,0.92,0.08,1358.58041,35.17890806,1.582766006,0.338595009
5200000.074,300,0.94,0.06,1370.30025,26.43202443,4.018654066,0.319211201
5200000.074,300,0.96,0.04,1378.633614,17.48632083,3.5301635,0.216767328
5200000.074,300,0.98,0.02,1390.357605,8.712924401,1.906325811,0.077482301
5600000.072,300,0.02,0.98,103.1170358,921.9314232,0.692753151,1.717471654
5600000.072,300,0.04,0.96,192.589595,863.96774,2.259098715,3.73654402
5600000.072,300,0.06,0.94,271.8299839,812.6428012,0.982811835,1.543105805
5600000.072,300,0.08,0.92,343.6376148,765.6147357,2.360127494,2.090166684
5600000.072,300,0.1,0.9,408.0352518,722.636443,1.777238096,2.841758828
5600000.072,300,0.12,0.88,466.0410925,684.8019956,3.585826394,1.70802977
5600000.072,300,0.14,0.86,519.9256845,649.584418,3.385968516,3.504464388
5600000.072,300,0.16,0.84,567.8575367,618.1494418,2.931612886,2.237094002
5600000.072,300,0.18,0.82,614.0720166,585.3610663,2.579512435,0.92433655
5600000.072,300,0.2,0.8,655.2305366,558.5093051,1.894990079,2.601597344
5600000.072,300,0.22,0.78,695.2580969,531.2320231,0.914968741,0.908812144
5600000.072,300,0.24,0.76,731.2515307,507.2039695,2.051773683,1.352622774
5600000.072,300,0.26,0.74,764.9328228,482.5504148,0.849883807,2.144979859
5600000.072,300,0.28,0.72,798.0535866,460.8510018,1.74596132,2.860785692
5600000.072,300,0.3,0.7,829.320882,439.1394839,2.24249505,1.454767983
5600000.072,300,0.32,0.68,857.5001306,418.7670785,1.619862663,1.465450607
5600000.072,300,0.34,0.66,885.3505887,399.9743403,1.805842705,1.289242794
5600000.072,300,0.36,0.64,911.70654,381.0022467,1.296301555,1.462605179
5600000.072,300,0.38,0.62,935.4607656,363.5920874,0.970273526,2.431568191
5600000.072,300,0.4,0.6,959.5388163,346.077245,0.345898034,1.068532738
5600000.072,300,0.42,0.58,982.5456256,329.6596962,1.483096972,1.285046105
5600000.072,300,0.44,0.56,1004.218172,314.1291397,1.789296991,0.427722361
5600000.072,300,0.46,0.54,1025.742277,299.3588302,0.78456068,1.307401713
5600000.072,300,0.48,0.52,1045.208688,284.2044402,2.58962328,1.240137918
5600000.072,300,0.5,0.5,1064.486828,270.0980069,2.770951393,1.060404919
5600000.072,300,0.52,0.48,1083.537516,256.3338327,1.612940407,1.322043934
5600000.072,300,0.54,0.46,1101.117819,243.2909243,1.554129027,1.947830045
5600000.072,300,0.56,0.44,1119.106518,230.1151055,1.056726949,1.733602148
5600000.072,300,0.58,0.42,1135.9419,217.1704728,1.792504769,1.145574097
5600000.072,300,0.6,0.4,1152.691707,205.1159148,1.608255164,1.179311752
5600000.072,300,0.62,0.38,1167.226588,193.1411377,1.32357492,1.912121084
5600000.072,300,0.64,0.36,1183.759254,180.8890586,1.077680624,2.122450559
5600000.072,300,0.66,0.34,1198.535721,169.6741994,2.472045997,1.315144862
5600000.072,300,0.68,0.32,1212.998619,158.6265387,1.220571411,1.299291008
5600000.072,300,0.7,0.3,1227.709779,147.7080825,3.459039,0.964345865
5600000.072,300,0.72,0.28,1240.096832,136.6705352,2.152054064,1.290340983
5600000.072,300,0.74,0.26,1254.990674,125.8749972,1.984716324,1.227970266
5600000.072,300,0.76,0.24,1267.930468,115.6519173,2.367670377,1.481382226
5600000.072,300,0.78,0.22,1280.384022,105.3602435,1.723822164,1.050628854
5600000.072,300,0.8,0.2,1293.102633,95.18430135,1.953059678,0.327517331
5600000.072,300,0.82,0.18,1306.341208,85.2188683,2.024747143,0.393173594
5600000.072,300,0.84,0.16,1317.830857,75.45416013,0.672362304,0.532352856
5600000.072,300,0.86,0.14,1329.249663,65.6552676,2.534059473,0.468830881
5600000.072,300,0.88,0.12,1340.56968,56.02391999,2.234446331,0.459929211
5600000.072,300,0.9,0.1,1352.191029,46.52387217,3.750501095,0.703076307
5600000.072,300,0.92,0.08,1364.324828,37.17206047,0.871364281,0.246116277
5600000.072,300,0.94,0.06,1375.605177,27.83155698,2.596955807,0.082247211
5600000.072,300,0.96,0.04,1386.939764,18.57379556,3.331528283,0.20162199
5600000.072,300,0.98,0.02,1396.989469,9.284811046,3.026263688,0.14486761
6000000.07,300,0.02,0.98,102.3812594,940.0355561,0.846886127,2.549213505
6000000.07,300,0.04,0.96,192.3728614,880.1674371,1.596883881,2.390737408
6000000.07,300,0.06,0.94,270.0939444,829.9557065,2.637854547,2.919278153
6000000.07,300,0.08,0.92,342.6969616,781.9882466,0.920749348,1.926366984
6000000.07,300,0.1,0.9,405.8209767,739.9815412,1.029185493,1.738184566
6000000.07,300,0.12,0.88,463.6038976,701.0856816,1.051963875,1.472290168
6000000.07,300,0.14,0.86,517.2519222,665.8970759,2.068848565,2.737354553
6000000.07,300,0.16,0.84,565.983122,632.3922489,1.531504105,1.741214248
6000000.07,300,0.18,0.82,611.9858064,600.5881717,2.559689286,1.419265302
6000000.07,300,0.2,0.8,654.3095002,572.7544154,2.153168293,1.37341404
6000000.07,300,0.22,0.78,692.5936953,545.018017,1.859259765,1.801887271
6000000.07,300,0.24,0.76,729.0102588,520.6338677,3.234314782,0.422807026
6000000.07,300,0.26,0.74,764.0072552,496.0143242,1.322862998,0.948679967
6000000.07,300,0.28,0.72,796.0584328,474.2788219,1.904249218,2.458628967
6000000.07,300,0.3,0.7,828.4199779,450.7091227,2.0726941,2.360409315
6000000.07,300,0.32,0.68,856.3273598,431.3922589,1.826585852,2.027404449
6000000.07,300,0.34,0.66,883.7027024,411.5220034,1.372921164,1.404013499
6000000.07,300,0.36,0.64,910.0739835,392.7127272,3.33234234,1.385501345
6000000.07,300,0.38,0.62,935.0880478,374.7545964,1.586954998,1.357227356
6000000.07,300,0.4,0.6,959.2163749,357.522078,1.10993655,2.18792386
6000000.07,300,0.42,0.58,982.1910866,341.0107906,1.808081999,1.648571088
6000000.07,300,0.44,0.56,1002.902468,325.4012153,1.700622271,1.595885385
6000000.07,300,0.46,0.54,1025.226273,309.3875234,1.018890506,1.382675412
6000000.07,300,0.48,0.52,1045.185192,294.6482291,0.984259125,2.388968734
6000000.07,300,0.5,0.5,1065.229523,279.4116859,2.004524273,1.302361137
6000000.07,300,0.52,0.48,1084.338139,265.8087704,2.187886345,2.629482515
6000000.07,300,0.54,0.46,1102.935798,251.6659361,0.866765399,1.825040047
6000000.07,300,0.56,0.44,1119.513585,238.6754298,1.360432759,1.635234507
6000000.07,300,0.58,0.42,1136.908411,225.6052813,2.276763729,1.733496685
6000000.07,300,0.6,0.4,1152.935573,212.748378,1.594263088,0.66224815
6000000.07,300,0.62,0.38,1169.054036,200.2960935,2.031342801,0.941813066
6000000.07,300,0.64,0.36,1185.502592,188.5238942,2.7398155,0.811389383
6000000.07,300,0.66,0.34,1200.585655,176.1027289,2.692145035,0.243787359
6000000.07,300,0.68,0.32,1214.046527,165.3311061,2.482333198,1.809692126
6000000.07,300,0.7,0.3,1229.488172,153.4788835,1.436939808,1.220494783
6000000.07,300,0.72,0.28,1243.499967,142.3804313,1.123543365,1.240605033
6000000.07,300,0.74,0.26,1257.662591,131.3457066,0.36231938,1.261185362
6000000.07,300,0.76,0.24,1269.797828,120.9368814,1.793045116,0.807461234
6000000.07,300,0.78,0.22,1283.609142,110.2455416,3.517849557,0.746180459
6000000.07,300,0.8,0.2,1296.5558,99.49977349,1.577854273,0.782064125
6000000.07,300,0.82,0.18,1308.705281,89.26299561,4.197160642,0.539372111
6000000.07,300,0.84,0.16,1321.749291,79.19525194,3.244479485,0.872831311
6000000.07,300,0.86,0.14,1333.063528,69.02294638,2.00429573,0.53819871
6000000.07,300,0.88,0.12,1345.212359,58.92352936,2.880593461,0.484565512
6000000.07,300,0.9,0.1,1357.788877,49.18947281,3.790796579,0.405411784
6000000.07,300,0.92,0.08,1369.748594,39.45706141,2.619711078,0.256355073
6000000.07,300,0.94,0.06,1380.322036,29.39390682,3.078042337,0.262855354
6000000.07,300,0.96,0.04,1391.613645,19.62185611,3.880677234,0.186261482
6000000.07,300,0.98,0.02,1403.885439,9.796762502,0.831256912,0.100474598
6400000.068,300,0.02,0.98,101.446711,956.3632108,1.047335511,3.407528262
6400000.068,300,0.04,0.96,190.4996948,897.7561898,1.426857795,3.105250656
6400000.068,300,0.06,0.94,269.2353939,845.7403771,1.577315022,1.519233341
6400000.068,300,0.08,0.92,340.5763747,797.4046647,1.977152189,2.505032013
6400000.068,300,0.1,0.9,403.7206577,755.6301324,3.102540611,5.185522652
6400000.068,300,0.12,0.88,461.930941,717.2222052,1.881259043,1.512269938
6400000.068,300,0.14,0.86,514.9174235,680.9675116,2.650361623,1.741149213
6400000.068,300,0.16,0.84,563.5763154,647.3066557,3.543809725,3.719997714
6400000.068,300,0.18,0.82,609.1219003,616.4192007,1.766027246,2.442197479
6400000.068,300,0.2,0.8,651.5984037,585.1557524,1.885460144,1.818500258
6400000.068,300,0.22,0.78,690.7327112,558.952351,1.832029809,3.172659225
6400000.068,300,0.24,0.76,727.1408637,533.6144858,0.788280044,2.40529777
6400000.068,300,0.26,0.74,761.6778574,509.5413033,2.357564767,3.341919832
6400000.068,300,0.28,0.72,793.8491772,486.261894,1.164931404,2.229662835
6400000.068,300,0.3,0.7,825.8896646,464.4949435,1.206557402,1.353653318
6400000.068,300,0.32,0.68,855.0437259,442.6275699,1.072252445,1.453052963
6400000.068,300,0.34,0.66,881.4101232,424.6807646,0.883047437,1.922036331
6400000.068,300,0.36,0.64,908.6764208,403.4540101,2.69790145,2.671237967
6400000.068,300,0.38,0.62,933.5527881,386.5535163,1.310758196,2.619816028
6400000.068,300,0.4,0.6,957.6441337,368.557426,2.237583183,1.873793149
6400000.068,300,0.42,0.58,980.9196895,350.2482388,1.653931994,1.556538984
6400000.068,300,0.44,0.56,1003.28669,334.0908652,1.245238218,2.058307141
6400000.068,300,0.46,0.54,1024.540122,318.7576221,1.226813726,1.907500292
6400000.068,300,0.48,0.52,1045.093457,303.3177737,0.933731429,2.755082771
6400000.068,300,0.5,0.5,1064.264342,288.6574464,1.066680348,1.843420969
6400000.068,300,0.52,0.48,1084.289436,274.4487024,3.153444624,0.823175408
6400000.068,300,0.54,0.46,1102.136939,259.830231,2.44540732,0.65472843
6400000.068,300,0.56,0.44,1120.032303,246.7774517,1.075321513,1.635684939
6400000.068,300,0.58,0.42,1136.228391,233.6661399,2.320649036,1.585964692
6400000.068,300,0.6,0.4,1152.665768,220.6303316,2.685501722,2.012100485
6400000.068,300,0.62,0.38,1169.405319,207.1401172,1.571539187,0.546891992
6400000.068,300,0.64,0.36,1185.668832,195.1375111,1.421431881,1.282807192
6400000.068,300,0.66,0.34,1201.486207,183.3658833,0.806516481,1.327929162
6400000.068,300,0.68,0.32,1215.43888,171.2664042,1.789615383,2.106248576
6400000.068,300,0.7,0.3,1230.394096,159.9121061,0.924135179,1.342716239
6400000.068,300,0.72,0.28,1245.990423,148.3883755,0.761893429,0.86307626
6400000.068,300,0.74,0.26,1257.959257,136.7423847,1.516303476,0.894868295
6400000.068,300,0.76,0.24,1273.168405,125.9130779,1.994758423,0.729169738
6400000.068,300,0.78,0.22,1286.207774,114.9794344,2.184286307,0.974169669
6400000.068,300,0.8,0.2,1299.429664,104.3756855,2.871322555,1.035159851
6400000.068,300,0.82,0.18,1312.854287,93.83949147,1.293357117,0.996904384
6400000.068,300,0.84,0.16,1324.482392,82.97219056,3.685355624,0.827526235
6400000.068,300,0.86,0.14,1336.937031,72.5963201,2.41429665,0.612895467
6400000.068,300,0.88,0.12,1349.599885,62.10473541,0.554601807,0.376393991
6400000.068,300,0.9,0.1,1361.712303,52.1614512,2.513717755,0.45603216
6400000.068,300,0.92,0.08,1372.966361,41.52919805,2.138579081,0.437925639
6400000.068,300,0.94,0.06,1384.975405,31.31299313,2.670003135,0.281438987
6400000.068,300,0.96,0.04,1395.276058,21.00630529,2.453905466,0.20948179
6400000.068,300,0.98,0.02,1407.955462,10.56009194,5.485995178,0.133846785
6800000.066,300,0.02,0.98,100.3040029,973.009348,0.442454715,1.239237325
6800000.066,300,0.04,0.96,188.9141046,912.8577793,1.572443932,2.228733729
6800000.066,300,0.06,0.94,267.8677854,859.7684323,1.507626321,1.581076403
6800000.066,300,0.08,0.92,337.6296876,814.0492087,2.149873966,2.121918323
6800000.066,300,0.1,0.9,400.2432066,771.0260122,2.129599507,3.283603703
6800000.066,300,0.12,0.88,458.9168842,730.8477717,2.038275337,3.751179058
6800000.066,300,0.14,0.86,512.045649,694.7577483,2.650855902,2.633018142
6800000.066,300,0.16,0.84,560.964605,660.5693208,1.791182617,1.382433661
6800000.066,300,0.18,0.82,606.2440752,628.4280756,1.02709472,2.321097385
6800000.066,300,0.2,0.8,648.4718831,599.71273,1.433837491,0.85143668
6800000.066,300,0.22,0.78,688.3209665,570.8746048,1.883602663,3.081444848
6800000.066,300,0.24,0.76,724.5445915,546.6289073,1.158664938,2.184798106
6800000.066,300,0.26,0.74,759.6965139,521.3182129,1.172536161,2.840245344
6800000.066,300,0.28,0.72,791.7215358,498.6648762,2.528336058,2.830874428
6800000.066,300,0.3,0.7,822.6668239,476.2650474,1.532134673,2.645409598
6800000.066,300,0.32,0.68,851.42326,455.333778,1.599242856,1.052517222
6800000.066,300,0.34,0.66,880.2339337,433.9736802,0.981639439,1.479845705
6800000.066,300,0.36,0.64,906.0334538,414.7390736,1.835856335,1.595194115
6800000.066,300,0.38,0.62,931.776023,396.8923797,1.009516217,2.336779172
6800000.066,300,0.4,0.6,956.1779531,378.4262285,1.741070902,1.167591643
6800000.066,300,0.42,0.58,978.6576342,361.4014658,0.561630467,2.140805178
6800000.066,300,0.44,0.56,1001.233147,345.1623718,0.398017739,2.781791537
6800000.066,300,0.46,0.54,1022.689828,328.7574993,2.244985689,0.946005745
6800000.066,300,0.48,0.52,1044.420302,313.4676707,2.173842698,1.362939132
6800000.066,300,0.5,0.5,1063.623529,298.3363646,1.248848157,3.302166395
6800000.066,300,0.52,0.48,1082.273445,282.2361555,2.488803929,0.653656713
6800000.066,300,0.54,0.46,1101.615427,269.4377154,3.467888505,1.206692636
6800000.066,300,0.56,0.44,1118.779762,254.9307328,2.320200266,2.239515122
6800000.066,300,0.58,0.42,1136.098047,241.1424356,1.90687623,1.33453419
6800000.066,300,0.6,0.4,1153.504268,228.4591383,1.828118185,0.848828733
6800000.066,300,0.62,0.38,1169.945797,215.5595479,1.686096784,1.251335649
6800000.066,300,0.64,0.36,1185.687255,202.3958166,0.913525705,0.825171056
6800000.066,300,0.66,0.34,1201.833583,190.0249754,1.225501018,0.713452617
6800000.066,300,0.68,0.32,1216.354327,177.6822575,1.713156551,1.647494278
6800000.066,300,0.7,0.3,1231.796271,165.7809577,2.839427739,2.276152829
6800000.066,300,0.72,0.28,1245.671373,154.5325203,2.023214552,0.828146602
6800000.066,300,0.74,0.26,1259.130671,143.0376922,0.53669087,0.891446874
6800000.066,300,0.76,0.24,1273.836513,131.5969461,3.736388643,1.10799886
6800000.066,300,0.78,0.22,1288.297539,120.4298826,1.282037789,0.509877158
6800000.066,300,0.8,0.2,1299.660262,109.0820785,2.297578493,0.955423105
6800000.066,300,0.82,0.18,1312.831115,98.3530043,2.247143596,1.094876439
6800000.066,300,0.84,0.16,1326.578261,87.16843306,2.499020457,0.721786073
6800000.066,300,0.86,0.14,1338.323415,76.25783889,1.44524132,0.54100828
6800000.066,300,0.88,0.12,1350.964916,65.7942736,1.854829449,0.675018704
6800000.066,300,0.9,0.1,1363.389113,55.05157069,1.278724019,0.377980277
6800000.066,300,0.92,0.08,1375.570013,44.33325054,2.284837757,0.498578275
6800000.066,300,0.94,0.06,1388.987582,33.5369852,4.857119582,0.250514889
6800000.066,300,0.96,0.04,1400.105164,22.54581361,2.1925447,0.230799175
6800000.066,300,0.98,0.02,1412.492542,11.51476027,2.813285412,0.093851774
7200000.064,300,0.02,0.98,99.57869962,986.5567614,0.980397632,1.87014856
7200000.064,300,0.04,0.96,187.7564465,926.9493544,1.406195157,2.004498638
7200000.064,300,0.06,0.94,264.9087802,875.1824434,2.074151011,2.964813178
7200000.064,300,0.08,0.92,335.9229241,826.9968893,1.195798058,0.502582563
7200000.064,300,0.1,0.9,398.7384437,783.8549827,1.143802945,1.919037673
7200000.064,300,0.12,0.88,456.4253702,744.6079628,2.943632701,3.633094662
7200000.064,300,0.14,0.86,509.1742,707.8482101,2.9725216,4.261300948
7200000.064,300,0.16,0.84,558.0211195,673.5142825,2.024193467,2.088853248
7200000.064,300,0.18,0.82,602.9717722,642.5679487,2.722365956,2.059885387
7200000.064,300,0.2,0.8,644.7152125,612.1078847,3.748323981,1.862935806
7200000.064,300,0.22,0.78,684.4552236,585.4439989,0.6782308,1.28032021
7200000.064,300,0.24,0.76,721.6790846,558.7732728,1.344698926,2.395646528
7200000.064,300,0.26,0.74,755.9999144,532.4952338,1.58121428,2.255353098
7200000.064,300,0.28,0.72,788.7795155,510.4201738,1.629906226,2.899239411
7200000.064,300,0.3,0.7,819.8204996,486.7396092,1.473883899,2.355912054
7200000.064,300,0.32,0.68,848.5972578,465.287695,1.297235638,2.357401062
7200000.064,300,0.34,0.66,877.100223,445.1802098,3.760734808,3.702331648
7200000.064,300,0.36,0.64,903.21532,426.4277169,2.337999174,1.841989499
7200000.064,300,0.38,0.62,929.2835051,406.8889666,1.390348352,0.863167264
7200000.064,300,0.4,0.6,953.3446252,388.3896354,1.921488806,3.607118196
7200000.064,300,0.42,0.58,977.2876651,372.7076911,1.405288135,1.821184974
7200000.064,300,0.44,0.56,998.8519262,354.4093619,1.476210788,1.577907294
7200000.064,300,0.46,0.54,1020.525585,337.9035121,1.860763433,2.356498905
7200000.064,300,0.48,0.52,1042.200058,321.8566229,1.558408535,1.631172267
7200000.064,300,0.5,0.5,1062.075544,305.6580861,2.008438732,1.810768766
7200000.064,300,0.52,0.48,1080.036134,291.8698063,0.543815932,1.638883645
7200000.064,300,0.54,0.46,1099.098327,277.7964317,2.465496384,1.366055443
7200000.064,300,0.56,0.44,1118.019133,263.6561257,1.896739721,1.051183977
7200000.064,300,0.58,0.42,1134.795909,250.5515676,1.58321596,2.562829005
7200000.064,300,0.6,0.4,1152.442442,235.9437464,2.170163535,1.775602749
7200000.064,300,0.62,0.38,1168.304341,222.4228803,1.906848557,1.901189643
7200000.064,300,0.64,0.36,1185.003247,210.0296479,2.51599901,1.036308627
7200000.064,300,0.66,0.34,1200.61409,197.1108352,1.427872579,1.217409891
7200000.064,300,0.68,0.32,1216.993919,184.3829112,2.625372248,0.793547381
7200000.064,300,0.7,0.3,1231.309516,172.455774,1.255428571,0.683758613
7200000.064,300,0.72,0.28,1245.048278,160.5392696,1.221537217,0.945829235
7200000.064,300,0.74,0.26,1260.76008,149.0257908,2.764948788,1.266884006
7200000.064,300,0.76,0.24,1272.746604,137.2088782,2.125975204,0.41336252
7200000.064,300,0.78,0.22,1287.383828,125.6863598,0.741757251,0.6054291
7200000.064,300,0.8,0.2,1299.986014,114.082502,1.433104944,0.610154821
7200000.064,300,0.82,0.18,1314.158107,102.9557359,2.548495508,1.617637159
7200000.064,300,0.84,0.16,1326.607238,91.94153228,1.186244957,1.063019863
7200000.064,300,0.86,0.14,1341.072226,80.93640294,2.630954287,0.928575456
7200000.064,300,0.88,0.12,1353.223335,69.80232896,2.351692196,0.950176194
7200000.064,300,0.9,0.1,1363.765358,58.46346054,2.883133832,0.308765099
7200000.064,300,0.92,0.08,1377.981921,47.50004859,1.888240708,0.453659536
7200000.064,300,0.94,0.06,1389.290759,36.14332603,2.897229666,0.184037356
7200000.064,300,0.96,0.04,1403.659426,24.78327855,2.034259531,0.210896455
7200000.064,300,0.98,0.02,1414.349049,12.77350315,3.744135927,0.256427068
7600000.062,300,0.02,0.98,98.47831803,1000.182726,0.644940007,1.485151773
7600000.062,300,0.04,0.96,186.3084175,940.1726399,1.42114589,3.001644155
7600000.062,300,0.06,0.94,262.5276408,888.8489479,1.342934617,1.749171863
7600000.062,300,0.08,0.92,333.4578099,839.3123497,1.38323836,2.132052288
7600000.062,300,0.1,0.9,396.0859261,796.2955607,1.61822747,2.738691167
7600000.062,300,0.12,0.88,452.9295505,757.3455153,1.986313923,1.950839634
7600000.062,300,0.14,0.86,506.8719617,720.1010165,1.654344722,2.434303913
7600000.062,300,0.16,0.84,553.4428799,687.0863558,2.616524829,4.287405711
7600000.062,300,0.18,0.82,600.065838,654.3641671,2.80388396,2.912429718
7600000.062,300,0.2,0.8,641.0841649,625.3734591,1.735500098,2.731828465
7600000.062,300,0.22,0.78,681.8358347,596.0612033,3.088497233,3.254764877
7600000.062,300,0.24,0.76,718.5605951,569.6924563,4.186615943,5.442927095
7600000.062,300,0.26,0.74,752.719526,544.9468602,1.27038811,2.430681966
7600000.062,300,0.28,0.72,786.5832835,519.5811661,1.529361963,3.953185105
7600000.062,300,0.3,0.7,816.9297867,498.6511782,1.991395382,1.949291182
7600000.062,300,0.32,0.68,846.2214364,477.4652751,2.893066191,2.45858346
7600000.062,300,0.34,0.66,873.444295,455.3800845,0.85808629,1.523472585
7600000.062,300,0.36,0.64,900.4914985,436.2601011,4.328395616,1.327537374
7600000.062,300,0.38,0.62,927.3970165,415.974594,0.594954398,3.509146002
7600000.062,300,0.4,0.6,950.548116,399.3875607,1.722825954,1.629159802
7600000.062,300,0.42,0.58,973.1567031,381.3370075,1.075908232,2.170306512
7600000.062,300,0.44,0.56,997.1832294,363.7921888,1.131474138,1.578035042
7600000.062,300,0.46,0.54,1017.85554,347.2121864,1.301698198,0.758008429
7600000.062,300,0.48,0.52,1039.720157,331.3863699,0.691400855,1.053193867
7600000.062,300,0.5,0.5,1060.383269,315.4732569,1.327515809,1.511795566
7600000.062,300,0.52,0.48,1078.202283,300.9562995,2.174730648,0.597092293
7600000.062,300,0.54,0.46,1097.559703,285.5046061,3.413672471,1.225836996
7600000.062,300,0.56,0.44,1115.854483,271.3061139,1.733299304,1.733990156
7600000.062,300,0.58,0.42,1133.902005,257.1631757,1.864392281,0.758159509
7600000.062,300,0.6,0.4,1151.419089,243.8033952,1.704786789,1.185755885
7600000.062,300,0.62,0.38,1167.414805,231.1628544,2.300021583,0.727614066
7600000.062,300,0.64,0.36,1184.138538,216.9127913,2.027458289,1.433584051
7600000.062,300,0.66,0.34,1199.383961,204.3058979,2.31185138,2.207110382
7600000.062,300,0.68,0.32,1214.799641,192.0844358,1.360572109,1.911996643
7600000.062,300,0.7,0.3,1228.933532,178.8894468,1.386338341,2.380542833
7600000.062,300,0.72,0.28,1244.215449,167.0811236,3.336824098,0.920406116
7600000.062,300,0.74,0.26,1259.179862,155.514169,4.035975937,1.561341136
7600000.062,300,0.76,0.24,1273.850323,143.5082207,1.756204178,1.085029812
7600000.062,300,0.78,0.22,1286.879518,131.3837354,2.446889554,0.953729919
