Pressure(Pa),Temperature(K),Xe_mole_frac,Kr_mole_frac,Xe_uptake,Kr_uptake,Xe_Error,Kr_Error,P-bar
5000000.075,300,0.692,0.308,1216.309342,142.2172676,2.099521166,1.298934062,50
5000000.075,300,0.788,0.212,1277.845053,94.14074329,1.233274111,1.013308857,50
5000000.075,300,0.884,0.116,1335.16553,50.14945756,2.839725425,0.387947829,50
5000000.075,300,0.98,0.02,1385.253729,8.45728636,1.837095001,0.059854335,50
5000000.075,320,0.02,0.98,86.51447654,773.686383,0.196298166,1.562382691,50
5000000.075,320,0.116,0.884,397.3338808,592.1151612,1.699323716,2.603548753,50
5000000.075,320,0.212,0.788,607.8169675,465.9245562,1.304839731,1.566766394,50
5000000.075,320,0.308,0.692,764.2590168,369.1326376,1.933705592,1.662539109,50
5000000.075,320,0.404,0.596,884.3739309,292.1933281,2.612072882,1.318460682,50
5000000.075,320,0.5,0.5,983.1341545,228.8122555,2.407918782,0.904885677,50
5000000.075,320,0.596,0.404,1064.751016,173.5218792,1.262552924,0.959372527,50
5000000.075,320,0.692,0.308,1135.170825,125.9163162,0.938203127,0.464511849,50
5000000.075,320,0.788,0.212,1197.27789,82.49786961,1.520005308,0.394705124,50
5000000.075,320,0.884,0.116,1252.915995,43.4824514,2.419331317,0.560335316,50
5000000.075,320,0.98,0.02,1304.140717,7.295035506,2.408316248,0.084768838,50
5000000.075,340,0.02,0.98,71.55331892,669.358424,0.386063299,0.373070913,50
5000000.075,340,0.116,0.884,341.4493054,524.1628225,0.662243917,1.301718427,50
5000000.075,340,0.212,0.788,535.2923901,418.0447738,0.922571667,1.079748205,50
5000000.075,340,0.308,0.692,684.5871685,334.5809623,0.794480892,1.011260941,50
5000000.075,340,0.404,0.596,802.8110629,265.6239948,2.14126857,0.874439051,50
5000000.075,340,0.5,0.5,900.2435626,208.2106902,1.648496738,0.968555632,50
5000000.075,340,0.596,0.404,982.2318123,158.0550157,0.88476126,0.416271094,50
5000000.075,340,0.692,0.308,1053.605976,114.4686432,2.302095217,0.695141642,50
5000000.075,340,0.788,0.212,1116.290636,75.21452328,1.496293336,0.427090715,50
5000000.075,340,0.884,0.116,1171.631478,39.37513325,0.826917182,0.113106629,50
5000000.075,340,0.98,0.02,1221.635378,6.578012536,1.242454953,0.096124896,50
5000000.075,360,0.02,0.98,58.73605494,577.9746994,0.371129385,1.747112622,50
5000000.075,360,0.116,0.884,288.9451284,463.5141087,1.430120176,1.026597935,50
5000000.075,360,0.212,0.788,464.5053987,375.0819454,1.204603022,0.767530079,50
5000000.075,360,0.308,0.692,604.4351853,303.5103594,1.709665626,0.723783561,50
5000000.075,360,0.404,0.596,718.4496779,243.1816867,1.746912819,1.102440843,50
5000000.075,360,0.5,0.5,814.4585677,190.950187,1.034977171,0.900340268,50
5000000.075,360,0.596,0.404,896.3806144,146.0332048,1.282383995,0.69749441,50
5000000.075,360,0.692,0.308,968.5571645,105.7214998,1.301846661,0.587311604,50
5000000.075,360,0.788,0.212,1031.133187,69.49337094,1.577835521,0.22304659,50
5000000.075,360,0.884,0.116,1088.63819,36.35546301,0.849963701,0.144572446,50
5000000.075,360,0.98,0.02,1139.01497,6.073680694,2.201894248,0.042927972,50
5000000.075,380,0.02,0.98,48.22759534,499.8235077,0.300091322,0.89596487,50
5000000.075,380,0.116,0.884,243.5619581,408.7591142,0.801922822,1.021816925,50
5000000.075,380,0.212,0.788,399.3857685,336.0655401,0.986559919,1.156841335,50
5000000.075,380,0.308,0.692,527.4544369,274.8864665,1.647446663,0.794279295,50
5000000.075,380,0.404,0.596,635.4125168,222.2257575,0.686787444,0.337425761,50
5000000.075,380,0.5,0.5,729.0517985,175.79765,1.126597755,0.610011936,50
5000000.075,380,0.596,0.404,810.9346389,134.8451008,0.999083068,0.309394606,50
5000000.075,380,0.692,0.308,881.6412641,97.94031563,0.739660155,0.349824466,50
5000000.075,380,0.788,0.212,944.7278094,64.45898824,1.539116385,0.245622818,50
5000000.075,380,0.884,0.116,1001.426194,34.00295922,1.012998231,0.18853399,50
5000000.075,380,0.98,0.02,1052.566371,5.657043678,0.939631542,0.060789114,50
5000000.075,400,0.02,0.98,39.9299379,435.0993396,0.236747993,1.045086854,50
5000000.075,400,0.116,0.884,205.589243,360.9637016,0.770287943,0.797144217,50
5000000.075,400,0.212,0.788,341.9790112,300.312979,1.202887941,0.998479088,50
5000000.075,400,0.308,0.692,458.4339817,248.0689936,0.808707265,0.78905268,50
5000000.075,400,0.404,0.596,558.9956339,202.0880015,1.465710761,0.390274174,50
5000000.075,400,0.5,0.5,646.5058966,161.1263781,1.295461968,0.520821255,50
5000000.075,400,0.596,0.404,725.0778517,124.3552998,1.021617469,0.297471221,50
5000000.075,400,0.692,0.308,794.7083246,90.80106659,1.017028538,0.450379518,50
5000000.075,400,0.788,0.212,857.3544839,60.09980723,1.739394898,0.269857529,50
5000000.075,400,0.884,0.116,914.351759,31.65625673,1.832156761,0.089837967,50
5000000.075,400,0.98,0.02,967.5894875,5.28390773,1.321610774,0.030762006,50
6000000.07,200,0.02,0.98,102.6093343,1481.41732,4.862171489,2.959615489,60
6000000.07,200,0.116,0.884,424.1137487,1246.903048,7.887033941,5.461721341,60
6000000.07,200,0.212,0.788,630.5340571,1095.53904,2.78962056,3.846246682,60
6000000.07,200,0.308,0.692,790.007962,974.7691497,5.945148376,5.768447246,60
6000000.07,200,0.404,0.596,936.1240171,865.3435479,5.372477635,8.734245234,60
6000000.07,200,0.5,0.5,1072.110272,763.2573138,5.368125939,2.687089747,60
6000000.07,200,0.596,0.404,1204.787921,659.4217723,6.425760062,6.583435719,60
6000000.07,200,0.692,0.308,1343.540026,550.6219832,2.966848177,5.937261519,60
6000000.07,200,0.788,0.212,1504.689709,418.4493233,7.462091721,6.809914748,60
6000000.07,200,0.884,0.116,1682.876586,260.6622582,8.298283754,7.026401042,60
6000000.07,200,0.98,0.02,1911.327181,56.76309179,5.978923443,0.723800719,60
6000000.07,220,0.02,0.98,163.865962,1370.977409,2.766004198,2.566703267,60
6000000.07,220,0.116,0.884,482.4414611,1144.711317,5.569591788,2.557644286,60
6000000.07,220,0.212,0.788,650.8986049,1019.68395,2.962026577,2.706648035,60
6000000.07,220,0.308,0.692,795.9065999,911.4533287,2.953182245,1.528140245,60
6000000.07,220,0.404,0.596,929.1547076,809.3171342,3.362037928,3.817813479,60
6000000.07,220,0.5,0.5,1055.500767,709.889747,3.996280829,1.072308785,60
6000000.07,220,0.596,0.404,1187.417027,601.3537351,3.61219405,4.677022294,60
6000000.07,220,0.692,0.308,1320.740454,489.2061474,6.063061194,4.271125872,60
6000000.07,220,0.788,0.212,1463.795703,366.9965655,3.657427416,3.341300063,60
6000000.07,220,0.884,0.116,1624.848497,220.7242433,5.389832174,1.526785307,60
6000000.07,220,0.98,0.02,1816.987395,45.0001226,11.78462902,1.028030015,60
6000000.07,240,0.02,0.98,153.4906954,1283.191736,3.406574807,2.116255105,60
6000000.07,240,0.116,0.884,592.4037027,970.3363355,5.822068659,5.42969258,60
6000000.07,240,0.212,0.788,831.3067837,796.8502166,4.582134912,0.807659068,60
6000000.07,240,0.308,0.692,975.7629328,684.7045165,4.816201258,2.688305337,60
6000000.07,240,0.404,0.596,968.3131629,692.5026024,4.586057205,3.923177711,60
6000000.07,240,0.5,0.5,1064.736147,612.1490479,4.524756854,2.510803764,60
6000000.07,240,0.596,0.404,1172.918802,522.4584188,2.487284102,3.408685055,60
6000000.07,240,0.692,0.308,1289.23594,421.2420676,4.265808539,2.947058957,60
6000000.07,240,0.788,0.212,1412.618246,308.4115374,5.229705224,4.592536976,60
6000000.07,240,0.884,0.116,1543.598574,182.2232702,4.324795069,1.714350158,60
6000000.07,240,0.98,0.02,1684.477126,34.85427788,9.695822282,0.42787832,60
6000000.07,260,0.02,0.98,135.4232308,1178.227314,2.669318256,2.888387661,60
6000000.07,260,0.116,0.884,550.2573191,881.0457188,2.154393635,3.092288802,60
6000000.07,260,0.212,0.788,793.374116,702.0947609,2.376438881,2.305135811,60
6000000.07,260,0.308,0.692,961.9287737,578.0137845,2.910258242,2.484541611,60
6000000.07,260,0.404,0.596,1090.834097,479.7941408,3.224483614,2.67898513,60
6000000.07,260,0.5,0.5,1191.547012,397.3099345,3.830466914,1.940941498,60
6000000.07,260,0.596,0.404,1247.553141,352.5674588,2.981098837,2.945327813,60
6000000.07,260,0.692,0.308,1270.628188,332.3916394,3.422881843,2.329770793,60
6000000.07,260,0.788,0.212,1364.375321,244.6360978,4.510769944,2.702955239,60
6000000.07,260,0.884,0.116,1466.094468,143.0024342,4.798330968,1.214435175,60
6000000.07,260,0.98,0.02,1572.346409,26.14499011,11.98871602,0.534860248,60
6000000.07,280,0.02,0.98,118.5056101,1059.042545,0.976350695,1.027687705,60
6000000.07,280,0.116,0.884,501.8320643,792.4223205,4.494465377,3.498575917,60
6000000.07,280,0.212,0.788,738.1955527,624.1318949,2.90317637,2.95206321,60
6000000.07,280,0.308,0.692,904.7594249,502.1677684,3.81007461,2.670964998,60
6000000.07,280,0.404,0.596,1031.4734,405.1043491,0.824338897,2.17291197,60
6000000.07,280,0.5,0.5,1136.180991,324.1373119,2.817367577,3.709891871,60
6000000.07,280,0.596,0.404,1223.259876,255.5327169,2.09589877,0.890208864,60
6000000.07,280,0.692,0.308,1298.007275,192.1669008,1.974936563,1.174485559,60
6000000.07,280,0.788,0.212,1362.542283,134.3528738,3.053835768,0.685284798,60
6000000.07,280,0.884,0.116,1405.121944,98.70866709,4.4421569,1.152432343,60
6000000.07,280,0.98,0.02,1483.519112,19.01555999,4.685917155,0.290853151,60
6000000.07,300,0.02,0.98,102.1678631,940.3808458,1.172387835,1.652508998,60
6000000.07,300,0.116,0.884,453.2281697,708.5171775,2.267731438,3.09663121,60
6000000.07,300,0.212,0.788,676.1523025,556.1633646,2.796285844,3.474456637,60
6000000.07,300,0.308,0.692,839.3156168,443.0326389,2.846589815,1.539915499,60
6000000.07,300,0.404,0.596,963.6852981,354.8853799,1.895871317,2.441128445,60
6000000.07,300,0.5,0.5,1065.741457,279.0826225,0.428901242,2.45795587,60
6000000.07,300,0.596,0.404,1150.444954,215.4151216,1.474390204,1.654974144,60
6000000.07,300,0.692,0.308,1224.040936,157.7725532,1.671599211,0.751989862,60
6000000.07,300,0.788,0.212,1289.949875,106.1504494,1.847924903,0.747775242,60
6000000.07,300,0.884,0.116,1346.771142,57.10290924,1.529803139,0.40164933,60
6000000.07,300,0.98,0.02,1403.559145,9.892683049,3.364486803,0.180402959,60
6000000.07,320,0.02,0.98,87.34904201,826.839804,0.404592769,1.395281413,60
6000000.07,320,0.116,0.884,401.5120804,634.1364824,0.95735923,1.89369403,60
6000000.07,320,0.212,0.788,613.7236637,500.222914,2.112472366,1.842869432,60
6000000.07,320,0.308,0.692,770.4808829,397.9633337,1.942580574,1.016613846,60
6000000.07,320,0.404,0.596,892.4017023,316.2961925,1.915904766,0.699933846,60
6000000.07,320,0.5,0.5,992.8602785,248.5443535,2.465261803,2.019011326,60
6000000.07,320,0.596,0.404,1076.585165,190.3461075,1.48702385,1.221940024,60
6000000.07,320,0.692,0.308,1149.342321,137.7332635,3.500219064,0.425443691,60
6000000.07,320,0.788,0.212,1213.283672,91.33797229,2.948577822,0.40920899,60
6000000.07,320,0.884,0.116,1271.742706,48.42068842,1.710354209,0.199731288,60
6000000.07,320,0.98,0.02,1323.565127,8.15385256,1.737196267,0.061671683,60
6000000.07,340,0.02,0.98,73.28886996,723.8734526,0.36901773,0.392359748,60
6000000.07,340,0.116,0.884,349.4559136,566.4459987,1.709480245,1.625216774,60
6000000.07,340,0.212,0.788,547.0669017,451.9131256,1.04385881,0.662554051,60
6000000.07,340,0.308,0.692,697.7970925,361.473575,1.44113257,1.379027862,60
6000000.07,340,0.404,0.596,817.8919287,288.0703205,1.752598779,1.739549004,60
6000000.07,340,0.5,0.5,916.8275633,225.6146153,1.430141844,1.354530336,60
6000000.07,340,0.596,0.404,1001.601741,172.0996609,2.235593356,0.379494112,60
6000000.07,340,0.692,0.308,1073.418461,124.8653291,1.673198996,0.427854218,60
6000000.07,340,0.788,0.212,1137.30685,82.32597805,2.583475342,0.490159399,60
6000000.07,340,0.884,0.116,1195.157439,43.43356465,1.129903641,0.384008169,60
6000000.07,340,0.98,0.02,1246.01392,7.244295805,2.547947807,0.059092224,60
6000000.07,360,0.02,0.98,61.51411416,632.0957247,0.379055701,1.441875146,60
6000000.07,360,0.116,0.884,301.9556565,505.1215637,0.834123577,1.47721331,60
6000000.07,360,0.212,0.788,482.1557569,408.3920739,1.108586973,1.02652365,60
6000000.07,360,0.308,0.692,624.888239,329.2420894,1.719976954,1.05147268,60
6000000.07,360,0.404,0.596,741.4382543,263.8005347,1.001352001,1.002965337,60
6000000.07,360,0.5,0.5,839.238805,207.6738884,2.255186795,0.815262956,60
6000000.07,360,0.596,0.404,922.1460833,158.7598646,1.485068581,0.427079312,60
6000000.07,360,0.692,0.308,994.4191705,115.1596729,1.15473787,0.468431972,60
6000000.07,360,0.788,0.212,1059.841463,75.79823764,1.558599622,0.349546708,60
6000000.07,360,0.884,0.116,1117.591309,39.85236351,0.583160881,0.159238183,60
6000000.07,360,0.98,0.02,1169.427514,6.652390357,1.896682129,0.057948947,60
6000000.07,380,0.02,0.98,51.26229993,552.6112911,0.453437136,0.779989182,60
6000000.07,380,0.116,0.884,257.8957876,450.4122695,1.521076955,0.903730198,60
6000000.07,380,0.212,0.788,420.7102063,368.4944776,0.870128476,0.822583851,60
6000000.07,380,0.308,0.692,553.2965548,300.4602454,1.266910249,0.629500105,60
6000000.07,380,0.404,0.596,665.0941948,242.2323175,0.879566615,0.469987885,60
6000000.07,380,0.5,0.5,759.6012792,191.5823206,1.91820118,0.653541355,60
6000000.07,380,0.596,0.404,842.3508098,147.1096484,0.760279753,0.3992316,60
6000000.07,380,0.692,0.308,914.625959,106.7620793,1.341160319,0.482682036,60
6000000.07,380,0.788,0.212,979.0044948,70.45306129,2.032142823,0.307259409,60
6000000.07,380,0.884,0.116,1037.745786,37.12393569,0.864034299,0.240331478,60
6000000.07,380,0.98,0.02,1090.487507,6.183836064,1.952713369,0.054659952,60
6000000.07,400,0.02,0.98,42.84403896,484.9204784,0.121854937,1.062373082,60
6000000.07,400,0.116,0.884,219.9802404,400.5510411,0.615202568,0.504968062,60
6000000.07,400,0.212,0.788,364.8980473,331.9501867,0.801164303,1.162995835,60
6000000.07,400,0.308,0.692,487.0221426,273.5516141,2.880718856,0.321184716,60
6000000.07,400,0.404,0.596,591.9673052,222.3067505,1.290501341,0.26211533,60
6000000.07,400,0.5,0.5,683.0338386,177.0181216,0.687791653,0.127616269,60
6000000.07,400,0.596,0.404,762.3699777,136.2862469,0.709014527,0.27632506,60
6000000.07,400,0.692,0.308,833.8514501,99.32526702,0.754541951,0.116238749,60
6000000.07,400,0.788,0.212,898.2442846,65.71142762,1.299341134,0.324648428,60
6000000.07,400,0.884,0.116,956.622219,34.71366137,0.655834875,0.208637596,60
6000000.07,400,0.98,0.02,1009.90146,5.783667805,2.924143724,0.046158019,60
7000000.065,200,0.02,0.98,98.46787206,1487.893594,7.323383422,7.340594506,70
7000000.065,200,0.116,0.884,422.035624,1250.534521,5.195407892,7.446793819,70
7000000.065,200,0.212,0.788,622.6959411,1101.971137,4.35939686,3.316194169,70
7000000.065,200,0.308,0.692,790.5927195,977.7734595,5.188079688,7.537413763,70
7000000.065,200,0.404,0.596,932.7478784,871.5824703,6.396074602,2.704349744,70
7000000.065,200,0.5,0.5,1072.044856,764.4588057,8.038250344,1.275823841,70
7000000.065,200,0.596,0.404,1208.420543,657.9851634,6.366511987,4.573960201,70
7000000.065,200,0.692,0.308,1345.728281,550.0684875,4.455500146,8.152083967,70
7000000.065,200,0.788,0.212,1503.638899,418.5494693,4.719417278,4.717341269,70
7000000.065,200,0.884,0.116,1684.781009,262.257407,2.392342203,5.821529282,70
7000000.065,200,0.98,0.02,1911.11194,56.3330685,6.248429433,1.48760843,70
7000000.065,220,0.02,0.98,125.7669998,1404.705266,5.505042539,4.355101552,70
7000000.065,220,0.116,0.884,448.2478279,1173.249662,4.967246328,3.275425421,70
7000000.065,220,0.212,0.788,637.0616511,1034.200319,4.862027245,4.917555402,70
7000000.065,220,0.308,0.692,789.9765427,919.24473,3.752031603,2.435071164,70
7000000.065,220,0.404,0.596,925.6753844,816.0512449,3.292870912,5.1671749,70
7000000.065,220,0.5,0.5,1052.805624,714.3855962,3.515130422,8.291310199,70
7000000.065,220,0.596,0.404,1184.342438,608.0303004,4.4915435,3.135883597,70
7000000.065,220,0.692,0.308,1319.399435,495.7520364,4.562490628,2.872088074,70
7000000.065,220,0.788,0.212,1466.220227,367.5674996,3.875556208,5.350696727,70
7000000.065,220,0.884,0.116,1625.403327,222.8515009,7.233009603,1.856495314,70
7000000.065,220,0.98,0.02,1818.992914,45.46412244,13.21802018,0.943430079,70
7000000.065,240,0.02,0.98,141.5968555,1308.810695,5.734797319,4.355271562,70
7000000.065,240,0.116,0.884,550.5970439,1013.424333,2.334228282,2.271048629,70
7000000.065,240,0.212,0.788,764.8710423,857.0247307,3.364752717,1.514274787,70
7000000.065,240,0.308,0.692,847.8877999,793.9184836,1.943674464,3.961772431,70
7000000.065,240,0.404,0.596,946.6110963,715.5649565,4.6895928,4.966520486,70
7000000.065,240,0.5,0.5,1054.782925,626.936086,2.006849497,5.10026209,70
7000000.065,240,0.596,0.404,1169.774103,531.2760956,7.071916742,3.289051128,70
7000000.065,240,0.692,0.308,1288.318187,426.2099692,4.561845713,4.056402798,70
7000000.065,240,0.788,0.212,1416.25784,311.4861208,5.018811882,3.535714521,70
7000000.065,240,0.884,0.116,1551.032471,184.3265261,6.710329369,1.668633342,70
7000000.065,240,0.98,0.02,1697.351585,35.40131419,5.827901258,0.293402056,70
7000000.065,260,0.02,0.98,127.4262817,1207.468499,2.068752271,3.123842187,70
7000000.065,260,0.116,0.884,529.0553841,918.9539552,1.886352188,4.461521053,70
7000000.065,260,0.212,0.788,767.3845606,741.7433517,3.389373697,3.595715012,70
7000000.065,260,0.308,0.692,933.0657073,617.3089811,1.78524979,2.713590511,70
7000000.065,260,0.404,0.596,1052.631733,524.0845137,2.476553087,3.380893593,70
7000000.065,260,0.5,0.5,1127.775998,463.9087701,2.609618896,2.228377389,70
7000000.065,260,0.596,0.404,1175.733273,421.9487002,2.167454538,2.158711114,70
7000000.065,260,0.692,0.308,1263.182352,344.9857699,3.554397542,2.847554263,70
7000000.065,260,0.788,0.212,1361.838279,251.3287336,4.277521924,2.07549606,70
7000000.065,260,0.884,0.116,1471.875921,146.8298354,7.02653231,1.654225416,70
7000000.065,260,0.98,0.02,1578.025437,26.79691734,2.914754431,0.400688984,70
7000000.065,280,0.02,0.98,114.3688417,1092.927885,0.612348486,2.266525386,70
7000000.065,280,0.116,0.884,492.1675579,827.9578611,4.686498677,3.007184992,70
7000000.065,280,0.212,0.788,723.3302539,659.3048978,3.288180256,2.016589399,70
7000000.065,280,0.308,0.692,889.8443923,535.3675684,2.701143352,2.394922938,70
7000000.065,280,0.404,0.596,1017.898138,436.2544903,3.212463326,3.570470797,70
7000000.065,280,0.5,0.5,1122.042244,354.9927818,2.487055549,1.695275953,70
7000000.065,280,0.596,0.404,1208.887925,284.5522756,2.432958011,2.656068434,70
7000000.065,280,0.692,0.308,1281.29464,221.6012608,4.881643108,1.257059525,70
7000000.065,280,0.788,0.212,1333.438851,176.5697073,2.685106865,1.385441425,70
7000000.065,280,0.884,0.116,1402.313469,108.071458,2.563103906,0.763145143,70
7000000.065,280,0.98,0.02,1486.603442,19.79083837,4.162646727,0.427350887,70
7000000.065,300,0.02,0.98,100.1550732,979.2471794,1.081010659,1.023301465,70
7000000.065,300,0.116,0.884,446.9392865,744.4696495,1.800151646,3.272501221,70
7000000.065,300,0.212,0.788,670.6750851,589.3208411,2.962182323,3.975489583,70
7000000.065,300,0.308,0.692,832.8655672,474.0387694,2.842529892,3.348454369,70
7000000.065,300,0.404,0.596,959.7344138,379.5850852,1.103851869,0.518222894,70
7000000.065,300,0.5,0.5,1062.517368,302.6861077,1.226169562,1.67594067,70
7000000.065,300,0.596,0.404,1149.74738,234.6587158,2.418558281,1.646833013,70
7000000.065,300,0.692,0.308,1225.446991,173.8632379,4.830435314,1.192314138,70
7000000.065,300,0.788,0.212,1292.830142,118.2209913,2.019356376,0.700778096,70
7000000.065,300,0.884,0.116,1354.470422,65.39891955,3.176915796,0.883302339,70
7000000.065,300,0.98,0.02,1414.294974,12.14008812,2.874552408,0.07671629,70
7000000.065,320,0.02,0.98,86.78327722,870.0816834,0.501444304,1.702722775,70
7000000.065,320,0.116,0.884,400.3437321,670.2761372,1.275188948,1.975145373,70
7000000.065,320,0.212,0.788,613.6075913,530.2494219,2.311689922,2.374533037,70
7000000.065,320,0.308,0.692,771.5690277,425.2668861,0.936725834,3.03522644,70
7000000.065,320,0.404,0.596,895.969043,339.1522803,2.836177173,1.796400447,70
7000000.065,320,0.5,0.5,997.5540208,267.2589042,2.200716276,2.616655282,70
7000000.065,320,0.596,0.404,1082.955879,205.0740762,2.019853263,1.603866913,70
7000000.065,320,0.692,0.308,1157.571306,150.5758453,1.195254162,0.910733208,70
7000000.065,320,0.788,0.212,1223.509548,99.99825208,1.797381704,0.678769554,70
7000000.065,320,0.884,0.116,1282.702865,53.30939796,1.539854317,0.430585483,70
7000000.065,320,0.98,0.02,1337.960221,9.089056242,2.041300251,0.087211043,70
7000000.065,340,0.02,0.98,74.52434376,768.8213636,0.49862528,1.991513562,70
7000000.065,340,0.116,0.884,353.2667676,602.4573495,1.189912475,1.380827034,70
7000000.065,340,0.212,0.788,554.0422074,480.3314275,1.380470163,1.381480297,70
7000000.065,340,0.308,0.692,705.9862204,385.6531897,1.300253705,1.210441653,70
7000000.065,340,0.404,0.596,827.0240702,307.9586899,1.799415924,0.94618607,70
7000000.065,340,0.5,0.5,927.5416051,242.3377799,1.497686026,0.367164525,70
7000000.065,340,0.596,0.404,1012.902548,185.649343,1.985451929,0.446254505,70
7000000.065,340,0.692,0.308,1087.467264,135.0302748,2.028710264,0.650325321,70
7000000.065,340,0.788,0.212,1152.916825,89.23873407,1.21316601,0.271001972,70
7000000.065,340,0.884,0.116,1212.01933,47.33220928,1.748242879,0.266779227,70
7000000.065,340,0.98,0.02,1266.085709,7.925333417,1.618460966,0.089637778,70
7000000.065,360,0.02,0.98,63.08323507,678.4982546,0.37956382,2.43766326,70
7000000.065,360,0.116,0.884,309.0272551,541.4422535,1.06609301,1.459034531,70
7000000.065,360,0.212,0.788,493.6776116,436.8988499,0.587263781,0.772930507,70
7000000.065,360,0.308,0.692,638.113113,353.0229385,1.090839847,0.850090975,70
7000000.065,360,0.404,0.596,755.6411427,282.4705278,1.632346266,0.727720499,70
7000000.065,360,0.5,0.5,856.4709987,222.2524088,1.193530741,0.541810212,70
7000000.065,360,0.596,0.404,940.5808121,170.0079384,1.763202266,0.722888757,70
7000000.065,360,0.692,0.308,1014.095505,124.0035334,1.35357248,0.995703635,70
7000000.065,360,0.788,0.212,1079.620059,81.63300881,1.985795592,0.184696021,70
7000000.065,360,0.884,0.116,1139.894358,43.07828284,2.418534104,0.15087061,70
7000000.065,360,0.98,0.02,1193.891577,7.208933871,1.301665868,0.062686153,70
7000000.065,380,0.02,0.98,53.33353302,598.2240826,0.32912558,1.361393416,70
7000000.065,380,0.116,0.884,267.9179803,485.4009816,1.408453495,0.779795219,70
7000000.065,380,0.212,0.788,436.5600314,396.3196791,1.517263442,0.365539326,70
7000000.065,380,0.308,0.692,572.2785984,323.2352016,0.386644476,1.181547764,70
7000000.065,380,0.404,0.596,685.0467099,260.2967072,2.534555525,0.903831231,70
7000000.065,380,0.5,0.5,782.0566225,205.9902482,0.532381027,0.753109528,70
7000000.065,380,0.596,0.404,865.5118939,158.0584619,1.391685459,0.666898081,70
7000000.065,380,0.692,0.308,939.1738344,114.9142694,1.278811963,0.506918484,70
7000000.065,380,0.788,0.212,1005.160562,75.83527936,1.359713736,0.270012625,70
7000000.065,380,0.884,0.116,1064.558729,39.98826971,1.448353773,0.053206176,70
7000000.065,380,0.98,0.02,1119.004554,6.698523654,1.042668883,0.024208922,70
7000000.065,400,0.02,0.98,45.21706573,528.3769018,0.120444555,0.915476919,70
7000000.065,400,0.116,0.884,231.305548,436.1908492,1.113406497,1.045076144,70
7000000.065,400,0.212,0.788,382.5958601,359.9986602,1.141899878,1.754910764,70
7000000.065,400,0.308,0.692,508.2375896,295.9578849,0.93829713,0.793287587,70
7000000.065,400,0.404,0.596,616.0580811,239.9970692,1.26973456,1.023948283,70
7000000.065,400,0.5,0.5,709.362332,190.9105824,0.966937954,0.912471646,70
7000000.065,400,0.596,0.404,791.3062202,146.6129362,1.539707569,0.463943179,70
7000000.065,400,0.692,0.308,863.854647,107.277044,2.213791328,0.294183664,70
7000000.065,400,0.788,0.212,929.6471064,70.80212619,1.06787816,0.365919482,70
7000000.065,400,0.884,0.116,988.5534443,37.39902106,2.293410742,0.075774364,70
7000000.065,400,0.98,0.02,1043.153463,6.268864026,1.387882509,0.054850985,70
8000000.06,200,0.02,0.98,97.02765718,1490.864931,5.682469147,4.967940579,80
8000000.06,200,0.116,0.884,419.6616476,1253.668711,6.30687801,4.430319188,80
8000000.06,200,0.212,0.788,623.6585172,1103.593717,7.293777433,6.120493488,80
8000000.06,200,0.308,0.692,786.6744483,981.7408885,6.569080166,5.073691016,80
8000000.06,200,0.404,0.596,930.4365507,875.2945036,6.070868784,3.166509723,80
8000000.06,200,0.5,0.5,1068.356369,770.334411,4.6789835,7.725280845,80
8000000.06,200,0.596,0.404,1206.0734,666.1564891,5.964155764,3.252863947,80
8000000.06,200,0.692,0.308,1346.716199,552.4672458,8.29764675,6.463366607,80
8000000.06,200,0.788,0.212,1506.414733,420.7603348,3.286618411,5.643255894,80
8000000.06,200,0.884,0.116,1690.575187,261.7473951,4.296582953,6.109831496,80
8000000.06,200,0.98,0.02,1914.405515,56.53007015,8.414359313,1.433211802,80
8000000.06,220,0.02,0.98,108.0353529,1421.572649,3.425930821,4.084094659,80
8000000.06,220,0.116,0.884,428.7161905,1191.180086,5.457822454,3.163206407,80
8000000.06,220,0.212,0.788,623.5311849,1046.807922,6.522078273,4.582789907,80
8000000.06,220,0.308,0.692,780.5796161,928.0202911,5.947453417,4.947055319,80
8000000.06,220,0.404,0.596,919.582967,823.7085584,2.740500789,1.581748209,80
8000000.06,220,0.5,0.5,1054.412487,716.9386517,2.95979971,5.502360804,80
8000000.06,220,0.596,0.404,1182.328617,613.1350086,4.617202549,7.974202466,80
8000000.06,220,0.692,0.308,1320.797893,497.8461313,3.315639596,2.60021522,80
8000000.06,220,0.788,0.212,1466.682183,370.0028148,8.338208536,3.669443916,80
8000000.06,220,0.884,0.116,1631.943483,224.3202681,12.65667195,2.382253199,80
8000000.06,220,0.98,0.02,1819.454083,45.68947251,9.10660103,1.00655365,80
8000000.06,240,0.02,0.98,129.2001437,1327.269816,5.209179944,4.511455336,80
8000000.06,240,0.116,0.884,509.4575437,1054.785865,2.375965055,1.641091876,80
8000000.06,240,0.212,0.788,692.9652735,917.3056596,5.840933631,4.222640073,80
8000000.06,240,0.308,0.692,814.8427083,823.1143324,3.942120997,4.560561706,80
8000000.06,240,0.404,0.596,931.2147079,731.7372923,1.814098054,2.367740744,80
8000000.06,240,0.5,0.5,1047.796088,637.2401243,3.692573738,4.871254285,80
8000000.06,240,0.596,0.404,1166.453721,535.8182859,3.658661938,3.230803133,80
8000000.06,240,0.692,0.308,1287.409251,431.6253325,5.957035055,3.485343507,80
8000000.06,240,0.788,0.212,1416.251274,315.0052568,3.580217794,1.481528031,80
