Pressure [Pa],Mole fraction CH4,Mole Fraction CO2,Uptake_CH4 [mg/gr],Uptake_CO2 [mg/gr],Error_CH4 [mg/gr],Error_CO2 [mg/gr]
40000.96,0.22,.78,0.5301961525,11.2181978663,0.0061671170,0.1513516681
40000.96,0.24,.76,0.5785070801,10.8902697748,0.0190977979,0.0532253261
40000.96,0.26,.74,0.6292400649,10.6384844291,0.0131112155,0.0511958604
40000.96,0.28,.72,0.6808064458,10.3669848264,0.0143001230,0.0974071974
40000.96,0.3,.70,0.7287006753,10.0464852955,0.0097272528,0.0659499526
40000.96,0.32,.68,0.7760740323,9.7032715122,0.0107759076,0.1293849997
40000.96,0.34,.66,0.8243589162,9.5877716812,0.0125376610,0.2117314190
40000.96,0.36,.64,0.8613669098,9.1958436834,0.0121312737,0.1130638198
40000.96,0.38,.62,0.9125426362,8.9560583201,0.0156408406,0.1435064644
40000.96,0.4,.60,0.9682499538,8.5437017808,0.0181394437,0.0733231240
40000.96,0.42,.58,1.0116646795,8.3375592254,0.0132685383,0.0666681479
40000.96,0.44,.56,1.0662521211,8.0700596169,0.0121855483,0.0651348755
40000.96,0.46,.54,1.1140682197,7.7654886341,0.0118507729,0.0955905423
40000.96,0.48,.52,1.1594622611,7.4814176213,0.0233109129,0.0949924812
40000.96,0.5,.50,1.2073564906,7.1774180663,0.0044894117,0.0429522570
40000.96,0.52,.48,1.2479324610,6.8763470783,0.0150503930,0.0704906774
40000.96,0.54,.46,1.3060097486,6.5807760824,0.0161477658,0.0531994656
40000.96,0.56,.44,1.3480441621,6.2717765346,0.0119773421,0.0983488707
40000.96,0.58,.42,1.4022669929,5.9907769459,0.0168207732,0.0991676928
40000.96,0.6,.40,1.4566200418,5.6769202624,0.0056995621,0.0342560667
40000.96,0.62,.38,1.4926383776,5.4346349028,0.0228093078,0.0618693420
40000.96,0.64,.36,1.5493353529,5.1228496448,0.0193966552,0.0442392067
40000.96,0.66,.34,1.5955107031,4.8746357224,0.0106196798,0.0791342694
40000.96,0.68,.32,1.6445248085,4.5742790192,0.0300692093,0.0523835791
40000.96,0.7,.30,1.6955963605,4.2537794883,0.0157971248,0.0852411718
40000.96,0.72,.28,1.7405476602,3.9907798732,0.0201942659,0.0619411103
40000.96,0.74,.26,1.7857073089,3.6848517496,0.0288940707,0.0922200972
40000.96,0.76,.24,1.8467014827,3.4271378410,0.0234137172,0.0490280509
40000.96,0.78,.22,1.8897515976,3.1236382853,0.0236220220,0.0407962322
40000.96,0.8,.20,1.9118886803,2.8423529827,0.0127083633,0.0614697607
40000.96,0.82,.18,1.9668146890,2.5414962802,0.0173449034,0.0321050983
40000.96,0.84,.16,2.0138494789,2.2601395491,0.0436741855,0.0376254103
40000.96,0.86,.14,2.0711454576,1.9585685619,0.0377752215,0.0252901379
40000.96,0.88,.12,2.1256808120,1.6767118316,0.0346287298,0.0275848451
40000.96,0.9,.10,2.1694341048,1.3954265290,0.0185308502,0.0309753947
40000.96,0.92,.08,2.2105049042,1.1257126381,0.0201673945,0.0247042472
40000.96,0.94,.06,2.2591804425,0.8537844647,0.0294674799,0.0024805499
40000.96,0.96,.04,2.3022305574,0.5617134636,0.0101579366,0.0153987495
40000.96,0.98,.02,2.3605943249,0.2827138719,0.0433283811,0.0108315398
40000.96,1,0,2.4182549144,0.0000000000,0.0238304801,0.0000000000
60000.94,0,1.00,0.0000000000,21.6914682515,0.0000000000,0.1904478081
60000.94,0.02,.98,0.0738597253,21.2291832138,0.0020715361,0.3565885648
60000.94,0.04,.96,0.1435264268,20.8857551450,0.0051799755,0.2421513605
60000.94,0.06,.94,0.2180111992,20.3046131385,0.0091294960,0.1307481517
60000.94,0.08,.92,0.2950482470,19.9427565252,0.0068045752,0.2153833833
60000.94,0.1,.90,0.3648191229,19.4165430097,0.0092037654,0.1432310612
60000.94,0.12,.88,0.4339909955,19.0701149453,0.0069018183,0.2222598734
60000.94,0.14,.86,0.5105592580,18.5066157701,0.0130151863,0.2055036391
60000.94,0.16,.84,0.5771788551,18.0924735191,0.0120139435,0.3984762550
60000.94,0.18,.82,0.6548930372,17.7469025963,0.0073234508,0.1985283236
60000.94,0.2,.80,0.7289611116,17.2364747720,0.0084521163,0.1828777017
60000.94,0.22,.78,0.8045918035,16.9486180504,0.0125313017,0.1169133469
60000.94,0.24,.76,0.8672788130,16.3975474284,0.0085500309,0.1633194961
60000.94,0.26,.74,0.9523112542,16.0574764976,0.0118748962,0.1306232979
60000.94,0.28,.72,1.0204934690,15.5899771819,0.0150259760,0.1484544179
60000.94,0.3,.70,1.0870088916,15.1360492748,0.0190734925,0.3131054932
60000.94,0.32,.68,1.1530294853,14.6818356539,0.0101129416,0.1015438223
60000.94,0.34,.66,1.2407183764,14.2429791534,0.0122334953,0.1845681053
60000.94,0.36,.64,1.3084318058,13.8600511424,0.0142825677,0.0898012992
60000.94,0.38,.62,1.3814320915,13.3545518823,0.0074685047,0.1497971905
60000.94,0.4,.60,1.4465932455,12.9235525131,0.0125675375,0.1512207508
60000.94,0.42,.58,1.5152963328,12.4961959958,0.0250213804,0.0948073924
60000.94,0.44,.56,1.5951460923,12.0528395018,0.0255459045,0.1670350222
60000.94,0.46,.54,1.6662972804,11.5986258809,0.0160396963,0.1190965214
60000.94,0.48,.52,1.7360681564,11.1363408432,0.0100743627,0.1482610891
60000.94,0.5,.50,1.8139386003,10.8149841707,0.0243011325,0.1424529325
60000.94,0.52,.48,1.8768339588,10.2668421159,0.0279407511,0.0524195937
60000.94,0.54,.46,1.9591057755,9.8938426618,0.0178737693,0.1112040981
60000.94,0.56,.44,2.0289547824,9.3829862667,0.0154407227,0.1625606743
60000.94,0.58,.42,2.1088045419,9.0946295459,0.0207807344,0.0441123796
60000.94,0.6,.40,2.1635742888,8.5961302755,0.0285287447,0.1424948094
60000.94,0.62,.38,2.2410019910,8.1027738547,0.0227628566,0.0566202978
60000.94,0.64,.36,2.3146273237,7.6952744512,0.0294243455,0.1000690372
60000.94,0.66,.34,2.4028110438,7.3337035518,0.0421733576,0.1268471238
60000.94,0.68,.32,2.4668523218,6.8742756528,0.0214842263,0.0502478504
60000.94,0.7,.30,2.5358158454,6.4119906151,0.0123216205,0.0454703109
60000.94,0.72,.28,2.6118111481,5.9961340809,0.0322216051,0.1002299967
60000.94,0.74,.26,2.6796808393,5.5587061498,0.0377712778,0.0610332714
60000.94,0.76,.24,2.7510403765,5.0908496917,0.0267231959,0.0661666011
60000.94,0.78,.22,2.8102896273,4.7069931106,0.0192619902,0.0813366713
60000.94,0.8,.20,2.8847223124,4.2756365991,0.0360712941,0.0785473114
60000.94,0.82,.18,2.9775678416,3.8399943796,0.0306952099,0.0461711346
60000.94,0.84,.16,3.0562195943,3.4225664192,0.0131000484,0.0261281961
60000.94,0.86,.14,3.1054941360,2.9908527653,0.0549412356,0.0388313034
60000.94,0.88,.12,3.1864637714,2.5409248524,0.0342220862,0.0395200310
60000.94,0.9,.10,3.2734494846,2.1109969103,0.0362451944,0.0383867983
60000.94,0.92,.08,3.3248856474,1.7004260826,0.0333415104,0.0216744200
60000.94,0.94,.06,3.3947346542,1.2569981602,0.0338711371,0.0150115293
60000.94,0.96,.04,3.4742198029,0.8362844903,0.0460822468,0.0299348609
60000.94,0.98,.02,3.5476107430,0.4106422561,0.0714949129,0.0125891726
60000.94,1,0,3.6057661614,0.0000000000,0.0148681775,0.0000000000
80000.92,0,1.00,0.0000000000,29.1492430502,0.0000000000,0.3911507310
80000.92,0.02,.98,0.0956842845,28.2498157952,0.0054263784,0.2970669713
80000.92,0.04,.96,0.1945458915,27.9580305080,0.0105464606,0.7776785298
80000.92,0.06,.94,0.2929387132,27.2145315962,0.0041854344,0.1779962098
80000.92,0.08,.92,0.3902897899,26.4569612765,0.0086774602,0.3834850610
80000.92,0.1,.90,0.4876929537,26.2699615502,0.0153102675,0.3029041069
80000.92,0.12,.88,0.5779862075,25.4881055517,0.0051612743,0.2480770566
80000.92,0.14,.86,0.6901821514,24.7841780105,0.0043759165,0.0945965915
80000.92,0.16,.84,0.7772980827,24.1966074420,0.0148681775,0.2045337457
80000.92,0.18,.82,0.8689716488,23.7361081160,0.0117826543,0.1864123972
80000.92,0.2,.80,0.9671821651,23.1081804636,0.0153073654,0.2035450825
80000.92,0.22,.78,1.0709660175,22.5526098482,0.0188363451,0.2242654605
80000.92,0.24,.76,1.1614155331,21.7999680926,0.0105885032,0.1382491708
80000.92,0.26,.74,1.2525421829,21.3235402185,0.0143348046,0.2666059793
80000.92,0.28,.72,1.3607274083,20.8493980554,0.0100116486,0.2387628639
80000.92,0.3,.70,1.4498226552,20.1237562603,0.0134725035,0.2573498463
80000.92,0.32,.68,1.5666022774,19.7326854041,0.0216425712,0.2410260265
80000.92,0.34,.66,1.6426757110,19.0356864243,0.0212190472,0.2331839959
80000.92,0.36,.64,1.7377609921,18.4576158418,0.0191672573,0.0917767036
80000.92,0.38,.62,1.8494881507,17.9401880277,0.0265114588,0.2413208965
80000.92,0.4,.60,1.9315255748,17.2554033157,0.0249474786,0.0643194027
80000.92,0.42,.58,2.0413775923,16.7219755250,0.0358976435,0.1514414581
80000.92,0.44,.56,2.1197949523,16.1656906249,0.0221240963,0.0612963398
80000.92,0.46,.54,2.2128488306,15.5179772872,0.0177458107,0.1930539515
80000.92,0.48,.52,2.3257479523,14.9508352602,0.0271544222,0.0604848552
80000.92,0.5,.50,2.4256773480,14.3451218610,0.0230250682,0.1756487677
80000.92,0.52,.48,2.5188874880,13.7256941962,0.0176042344,0.1217975380
80000.92,0.54,.46,2.6027479660,13.2369091973,0.0190721223,0.1457595464
80000.92,0.56,.44,2.7142407320,12.6208386705,0.0232338204,0.1764374299
80000.92,0.58,.42,2.8240146185,12.0730537579,0.0236123394,0.0865042746
80000.92,0.6,.40,2.8828471713,11.4556260902,0.0229338574,0.0549051945
80000.92,0.62,.38,3.0041062972,10.9222697280,0.0166273132,0.1556719278
80000.92,0.64,.36,3.0892950002,10.2913420800,0.0364460971,0.1027418943
80000.92,0.66,.34,3.1842500632,9.7800571141,0.0324257566,0.1666227117
80000.92,0.68,.32,3.2862629490,9.1630580171,0.0074378230,0.0633626649
80000.92,0.7,.30,3.3924949023,8.5842731500,0.0309621596,0.0360748710
80000.92,0.72,.28,3.4814859748,8.0262025382,0.0385183833,0.0564431223
80000.92,0.74,.26,3.5760503834,7.4400605390,0.0297906634,0.1233557671
80000.92,0.76,.24,3.6720732350,6.8502756879,0.0386523557,0.1111846507
80000.92,0.78,.22,3.7602048678,6.2687765390,0.0182453179,0.1063439502
80000.92,0.8,.20,3.8899802597,5.6862059631,0.0234094753,0.0956994768
80000.92,0.82,.18,3.9356347373,5.1415639032,0.0450408080,0.0603709924
80000.92,0.84,.16,4.0378038849,4.5612076097,0.0283073414,0.0792649548
80000.92,0.86,.14,4.1746631433,3.9667799083,0.0704540786,0.0683660711
80000.92,0.88,.12,4.2407618679,3.4051378732,0.0461991530,0.0354240670
80000.92,0.9,.10,4.3256120037,2.8157815930,0.0382654939,0.0620924719
80000.92,0.92,.08,4.4347868868,2.2561395550,0.0293675800,0.0368264133
80000.92,0.94,.06,4.5486756664,1.6787832571,0.0268385424,0.0196757698
80000.92,0.96,.04,4.6214936467,1.1177840782,0.0565653375,0.0162406536
80000.92,0.98,.02,4.6974629058,0.5664991708,0.0474856903,0.0224868260
80000.92,1,0,4.7961422074,0.0000000000,0.0324346614,0.0000000000
100000.9,0,1.00,0.0000000000,36.6726606101,0.0000000000,0.3359492308
100000.9,0.02,.98,0.1199309010,35.8185904315,0.0063728168,0.4258863731
100000.9,0.04,.96,0.2415806813,35.2823055022,0.0070256646,0.4263747108
100000.9,0.06,.94,0.3605740118,34.0578787229,0.0068041911,0.4132825997
100000.9,0.08,.92,0.4817029196,33.4257367910,0.0168846641,0.4768355699
100000.9,0.1,.90,0.6162963824,32.6825950215,0.0079521889,0.2572751658
100000.9,0.12,.88,0.7306799909,32.0737387698,0.0073785565,0.4666967283
100000.9,0.14,.86,0.8485794890,31.2465971233,0.0148897820,0.3761001486
100000.9,0.16,.84,0.9699948768,30.4922410846,0.0160195611,0.4019518216
100000.9,0.18,.82,1.0922176169,29.7487421728,0.0152436356,0.3878161552
100000.9,0.2,.80,1.2108984238,28.8397435032,0.0138288890,0.3310601551
100000.9,0.22,.78,1.3339285164,28.1754587612,0.0294339808,0.2156308631
100000.9,0.24,.76,1.4637559955,27.5896024758,0.0132213799,0.3409752670
100000.9,0.26,.74,1.5796240908,26.7984607766,0.0118551826,0.1901766553
100000.9,0.28,.72,1.6938514375,26.0051762234,0.0256051718,0.3051880331
100000.9,0.3,.70,1.8161262649,25.2733201518,0.0198156732,0.2751608766
100000.9,0.32,.68,1.9354842061,24.6890352927,0.0138659746,0.3378913370
100000.9,0.34,.66,2.0666919975,23.8092508661,0.0302662928,0.2028749155
100000.9,0.36,.64,2.1840966667,23.0450376989,0.0171401333,0.2976982434
100000.9,0.38,.62,2.3178827771,22.5016813513,0.0161252536,0.3110180356
100000.9,0.4,.60,2.4284900597,21.7873252540,0.0316440485,0.2211259455
100000.9,0.42,.58,2.5431861917,20.9288979390,0.0119401907,0.2634940238
100000.9,0.44,.56,2.6784567889,20.2129704154,0.0201191953,0.1211516639
100000.9,0.46,.54,2.8083103116,19.4373286936,0.0255788761,0.2272102657
100000.9,0.48,.52,2.8974836895,18.7770439457,0.0251678060,0.1247195615
100000.9,0.5,.50,3.0547871948,18.0801878228,0.0255058725,0.2426284896
100000.9,0.52,.48,3.1619827623,17.3452603270,0.0248641621,0.3406045527
100000.9,0.54,.46,3.2862369054,16.5875471503,0.0282103741,0.0854736685
100000.9,0.56,.44,3.3888487946,15.7538340849,0.0387472368,0.1045330027
100000.9,0.58,.42,3.4946380063,14.9310495749,0.0576533058,0.0761716754
100000.9,0.6,.40,3.6452743432,14.3529789924,0.0124319496,0.0917081340
100000.9,0.62,.38,3.7505687259,13.6118372200,0.0200223182,0.1385057397
100000.9,0.64,.36,3.8703694088,12.9182668066,0.0297758339,0.1796846168
100000.9,0.66,.34,3.9959778204,12.1585536328,0.0275615597,0.1579863303
100000.9,0.68,.32,4.1301285416,11.4624117946,0.0551229297,0.0919713120
100000.9,0.7,.30,4.2128691436,10.7419128491,0.0186312747,0.1067549277
100000.9,0.72,.28,4.3674901554,10.0878423779,0.0536315178,0.0406811434
100000.9,0.74,.26,4.4564551843,9.2707007167,0.0141381981,0.0973862061
100000.9,0.76,.24,4.5893558113,8.5801302989,0.0294402398,0.1024761632
100000.9,0.78,.22,4.7091044070,7.8101314259,0.0297209268,0.0606560590
100000.9,0.8,.20,4.7967151672,7.1146324439,0.0211948932,0.0408402996
100000.9,0.82,.18,4.9447731850,6.3751335262,0.0401784306,0.0561252839
100000.9,0.84,.16,5.0590005318,5.6674917048,0.0474424671,0.0642602343
100000.9,0.86,.14,5.1870830879,4.9399213412,0.0435282328,0.0361285075
100000.9,0.88,.12,5.3043835826,4.2412080781,0.0547254484,0.0532245874
100000.9,0.9,.10,5.4369716862,3.5671376361,0.0619100738,0.0957597485
100000.9,0.92,.08,5.5478914924,2.8063530354,0.0539409346,0.0652012406
100000.9,0.94,.06,5.6104743273,2.1138540489,0.0512606888,0.0382585547
100000.9,0.96,.04,5.7860604586,1.3972122407,0.0926994829,0.0247924188
100000.9,0.98,.02,5.9228936733,0.6895704193,0.0950418697,0.0143033765
100000.9,1,0,6.0158954643,0.0000000000,0.0548898383,0.0000000000
120000.88,0,1.00,0.0000000000,44.1801496218,0.0000000000,0.2751724860
120000.88,0.02,.98,0.1479798870,43.1677225322,0.0058092424,0.5466773912
120000.88,0.04,.96,0.2924178407,42.2266524810,0.0035447708,0.4757869390
120000.88,0.06,.94,0.4439657045,41.2798681525,0.0103504868,0.6375627542
120000.88,0.08,.92,0.5849919431,40.5940834419,0.0109038085,0.3121431730
120000.88,0.1,.90,0.7343000551,39.5220850110,0.0153548403,0.3954454687
120000.88,0.12,.88,0.8759513407,38.6216577574,0.0122699715,0.1671566118
120000.88,0.14,.86,1.0330985843,37.6327306334,0.0154995119,0.3518830869
120000.88,0.16,.84,1.1789168502,36.6575892035,0.0145336069,0.1138219649
120000.88,0.18,.82,1.3256726867,35.8201618578,0.0162703031,0.1693326176
120000.88,0.2,.80,1.4672458415,35.0555915483,0.0192657210,0.2798497594
120000.88,0.22,.78,1.6080897748,34.1447357386,0.0287669365,0.3318113583
120000.88,0.24,.76,1.7554706583,33.1626657474,0.0245799534,0.5369901519
120000.88,0.26,.74,1.8966792023,32.2784527559,0.0224623635,0.3714145089
120000.88,0.28,.72,2.0587226477,31.4694539400,0.0167709033,0.2384306166
120000.88,0.3,.70,2.2104267733,30.6970264991,0.0150316276,0.4142746051
120000.88,0.32,.68,2.3376759334,29.5167425123,0.0235290712,0.4914394331
120000.88,0.34,.66,2.4905520222,28.6707437506,0.0169636501,0.3601257721
120000.88,0.36,.64,2.6377506003,27.9234591300,0.0278997059,0.1602108802
120000.88,0.38,.62,2.7796883659,26.9057463339,0.0232172794,0.3022785363
120000.88,0.4,.60,2.9155579664,25.9270334807,0.0312237306,0.3036638500
120000.88,0.42,.58,3.0739553041,25.1880345623,0.0253136427,0.1204612918
120000.88,0.44,.56,3.2061527532,24.2318931046,0.0243818177,0.2726126415
120000.88,0.46,.54,3.3552785598,23.2648945199,0.0263397722,0.3460454759
120000.88,0.48,.52,3.4962006239,22.5041099192,0.0265031770,0.1719429056
120000.88,0.5,.50,3.6176941425,21.6330397655,0.0379114411,0.1870843204
120000.88,0.52,.48,3.7955981565,20.9036122617,0.0138449433,0.2413296128
120000.88,0.54,.46,3.9508702590,19.8107567184,0.0415783175,0.1395256771
120000.88,0.56,.44,4.0713480761,19.0416864155,0.0306827767,0.1825533147
120000.88,0.58,.42,4.2216718895,18.1601162772,0.0239373311,0.2319167376
120000.88,0.6,.40,4.3746781964,17.1810462817,0.0196430058,0.1803539189
120000.88,0.62,.38,4.5007814369,16.3441903637,0.0167553909,0.0846654381
120000.88,0.64,.36,4.6712369737,15.5039058793,0.0329782209,0.1580675013
120000.88,0.66,.34,4.8387756243,14.7467641303,0.0324534703,0.1624864060
120000.88,0.68,.32,4.9193285617,13.8121226411,0.0261545717,0.0682955854
120000.88,0.7,.30,5.0965033542,12.9226239430,0.0432646093,0.1399853667
120000.88,0.72,.28,5.2313832970,12.0877680221,0.0334054495,0.1410837369
120000.88,0.74,.26,5.3750659855,11.2096978787,0.0259113782,0.1568281023
120000.88,0.76,.24,5.4943978831,10.3036992048,0.0437563873,0.1490882246
120000.88,0.78,.22,5.6436278641,9.4341290490,0.0398758694,0.0876690699
120000.88,0.8,.20,5.7760597060,8.5429874961,0.0775483292,0.0742509417
120000.88,0.82,.18,5.9282586604,7.7092030022,0.0394288767,0.1034878014
120000.88,0.84,.16,6.0925679013,6.8343471398,0.0399732729,0.1138089243
