Pressure(Pa),Temperature(K),CO2_mole_frac,CH4_mole_frac,CO2_uptake,CH4_uptake,CO2_Error,CH4_Error,P_BAR
7500000.1,260,0.308,0.692,631.6702825,56.95155824,4.623907658,1.289908865,75
7500000.1,260,0.404,0.596,684.6967942,41.98458499,11.063511,2.257775665,75
7500000.1,260,0.5,0.5,703.2438528,36.99667689,5.447578356,1.045223595,75
7500000.1,260,0.596,0.404,702.2624899,37.49028595,2.464900552,0.710902291,75
7500000.1,260,0.692,0.308,718.8765555,32.08747307,8.969389392,2.920357125,75
7500000.1,260,0.788,0.212,742.4096251,24.73067911,5.519237078,0.59461788,75
7500000.1,260,0.884,0.116,772.0547316,15.05708201,6.403790439,0.50657294,75
7500000.1,260,0.98,0.02,811.2997912,2.962781539,3.048800932,0.282811894,75
7500000.1,280,0.02,0.98,82.41093366,191.3254105,0.691446746,1.203229965,75
7500000.1,280,0.116,0.884,336.5895617,125.2120319,3.854667759,1.642613015,75
7500000.1,280,0.212,0.788,472.7436848,88.02442914,4.190769683,2.570912968,75
7500000.1,280,0.308,0.692,561.4871506,63.65561066,6.713120045,1.453478115,75
7500000.1,280,0.404,0.596,623.2433639,46.60098506,5.572905467,1.869450467,75
7500000.1,280,0.5,0.5,667.4224249,34.93485041,5.533550562,0.254178317,75
7500000.1,280,0.596,0.404,701.116824,26.46684761,6.999848874,1.162900041,75
7500000.1,280,0.692,0.308,722.6747109,20.34147381,1.650912827,1.037236768,75
7500000.1,280,0.788,0.212,720.9857629,20.06352241,1.851150018,0.851057227,75
7500000.1,280,0.884,0.116,745.7502415,12.7539046,5.531173128,0.463019829,75
7500000.1,280,0.98,0.02,779.7248741,2.536140732,2.382243345,0.09285626,75
7500000.1,300,0.02,0.98,57.63454377,176.8662025,1.581033747,0.836875132,75
7500000.1,300,0.116,0.884,262.7019281,126.7244535,3.520301105,1.037965056,75
7500000.1,300,0.212,0.788,392.0745271,94.27356159,3.140378759,0.439916287,75
7500000.1,300,0.308,0.692,487.7340872,69.28061227,2.397738219,1.187538516,75
7500000.1,300,0.404,0.596,553.2595415,51.94100691,5.595920262,1.074768344,75
7500000.1,300,0.5,0.5,606.527916,38.16971533,2.751479484,0.71173582,75
7500000.1,300,0.596,0.404,646.4271873,28.09152391,3.392105149,0.881760464,75
7500000.1,300,0.692,0.308,678.7618809,19.78016714,4.070649708,0.454479461,75
7500000.1,300,0.788,0.212,703.168839,13.10111178,3.822840916,0.297132487,75
7500000.1,300,0.884,0.116,725.1545321,7.289262117,4.957960066,0.19736943,75
7500000.1,300,0.98,0.02,744.3017924,1.931271549,6.643341572,0.106183052,75
7500000.1,320,0.02,0.98,41.04702851,160.6728151,1.113020195,0.756716543,75
7500000.1,320,0.116,0.884,201.178394,123.9237881,3.863909064,1.369428423,75
7500000.1,320,0.212,0.788,319.1229752,95.82467228,2.076753763,0.637420739,75
7500000.1,320,0.308,0.692,410.108491,73.57582995,4.514251688,0.865939474,75
7500000.1,320,0.404,0.596,478.0128389,56.26586302,5.989777991,1.826029615,75
7500000.1,320,0.5,0.5,534.9010631,42.46934231,3.525939614,0.842980782,75
7500000.1,320,0.596,0.404,581.7255213,31.05453752,4.03673374,0.587266916,75
7500000.1,320,0.692,0.308,618.5258571,21.77217425,3.671181519,0.586495798,75
7500000.1,320,0.788,0.212,646.3142573,14.238909,1.440264264,0.331767619,75
7500000.1,320,0.884,0.116,675.3112442,7.321287528,2.290091971,0.419684909,75
7500000.1,320,0.98,0.02,699.3495888,1.197571362,3.556680446,0.028104802,75
7500000.1,340,0.02,0.98,30.07382192,144.5256756,0.675490327,0.502163146,75
7500000.1,340,0.116,0.884,154.6621745,117.2960198,1.893424618,0.518021881,75
7500000.1,340,0.212,0.788,255.6819055,94.17483315,2.159685545,1.428812508,75
7500000.1,340,0.308,0.692,341.1750442,74.28204663,3.68941625,0.305794017,75
7500000.1,340,0.404,0.596,409.9180013,58.2543228,1.975500826,0.839175135,75
7500000.1,340,0.5,0.5,465.5927289,45.22969407,4.496240231,0.565801255,75
7500000.1,340,0.596,0.404,511.8116208,33.37518635,2.041874627,0.417740196,75
7500000.1,340,0.692,0.308,554.4531254,23.6186746,2.13437629,0.315986582,75
7500000.1,340,0.788,0.212,589.5918819,15.10555111,2.953050786,0.128079714,75
7500000.1,340,0.884,0.116,620.9223902,7.778064048,3.516803156,0.238225586,75
7500000.1,340,0.98,0.02,645.3629,1.283768122,2.267191384,0.056168214,75
7500000.1,360,0.02,0.98,22.47814765,129.0652591,0.241395697,0.490805912,75
7500000.1,360,0.116,0.884,119.8494782,107.8116909,0.323526149,0.433209455,75
7500000.1,360,0.212,0.788,205.2322329,89.39071408,3.896446894,1.018048411,75
7500000.1,360,0.308,0.692,278.9162836,72.7636244,2.314457041,0.320812581,75
7500000.1,360,0.404,0.596,343.0772134,58.58501998,3.613071324,0.913330444,75
7500000.1,360,0.5,0.5,399.2966779,45.37725629,3.339907566,0.585606096,75
7500000.1,360,0.596,0.404,447.7305239,34.17558957,2.389119134,0.279876565,75
7500000.1,360,0.692,0.308,489.5155977,24.61341836,2.684891808,0.335341888,75
7500000.1,360,0.788,0.212,526.8358476,15.88085781,1.698737415,0.282430934,75
7500000.1,360,0.884,0.116,558.8567561,8.22963561,2.917931341,0.090885299,75
7500000.1,360,0.98,0.02,589.6254335,1.356869604,1.669786831,0.009212844,75
7500000.1,380,0.02,0.98,17.25991206,115.0645847,0.214599227,0.970391046,75
7500000.1,380,0.116,0.884,94.81231286,98.35259117,1.035957266,0.57234338,75
7500000.1,380,0.212,0.788,164.7144839,83.2182636,2.168925395,0.74040014,75
7500000.1,380,0.308,0.692,229.283489,69.17651311,1.743824617,0.792992873,75
7500000.1,380,0.404,0.596,286.9605861,56.29550144,2.477970209,0.416040987,75
7500000.1,380,0.5,0.5,338.2503227,44.88019936,2.45100076,0.526113747,75
7500000.1,380,0.596,0.404,386.2274482,34.0561739,4.310209673,0.581975472,75
7500000.1,380,0.692,0.308,426.0442497,24.93523065,1.24651594,0.281111839,75
7500000.1,380,0.788,0.212,464.9860715,16.21152184,3.485144657,0.103499125,75
7500000.1,380,0.884,0.116,498.664104,8.48799382,3.071759777,0.119100197,75
7500000.1,380,0.98,0.02,528.8504921,1.397348929,3.296711169,0.023000738,75
7500000.1,400,0.02,0.98,13.63215176,102.6176068,0.159622324,0.692789947,75
7500000.1,400,0.116,0.884,75.37899977,89.27985179,0.725540436,0.290716325,75
7500000.1,400,0.212,0.788,133.9379868,76.27617551,1.185950588,0.708889166,75
7500000.1,400,0.308,0.692,188.0437886,64.33948249,1.648794954,0.569648827,75
7500000.1,400,0.404,0.596,238.434814,53.25699936,1.520410748,0.669094932,75
7500000.1,400,0.5,0.5,284.9865855,42.90297831,3.880372902,0.350863999,75
7500000.1,400,0.596,0.404,328.4375121,33.44477366,3.890794277,0.660308732,75
7500000.1,400,0.692,0.308,367.6398366,24.4150332,2.619333585,0.370468838,75
7500000.1,400,0.788,0.212,404.5199144,16.08391749,2.45851117,0.232954673,75
7500000.1,400,0.884,0.116,438.2956012,8.49028135,2.489625436,0.095380577,75
7500000.1,400,0.98,0.02,470.6290219,1.413593703,2.524820203,0.025621105,75
9000000.1,200,0.02,0.98,229.3258605,217.8662216,12.25888903,4.866695509,90
9000000.1,200,0.116,0.884,495.7121956,133.293608,22.34492014,6.893053176,90
9000000.1,200,0.212,0.788,626.2075473,92.51123569,36.25801421,8.910431337,90
9000000.1,200,0.308,0.692,677.1467647,74.76985398,43.88617987,10.64000828,90
9000000.1,200,0.404,0.596,731.0146134,58.38779517,16.0030187,6.02456189,90
9000000.1,200,0.5,0.5,754.3811977,50.82005121,12.57750698,3.601252689,90
9000000.1,200,0.596,0.404,772.3334194,45.86022337,18.79702851,5.818896765,90
9000000.1,200,0.692,0.308,800.2307488,36.04324128,11.28434498,3.339871776,90
9000000.1,200,0.788,0.212,820.5569539,29.44995169,14.87080838,2.838968857,90
9000000.1,200,0.884,0.116,855.8858364,18.14047271,13.42665247,2.209753521,90
9000000.1,200,0.98,0.02,893.4872291,4.911358744,26.21610041,0.87684164,90
9000000.1,220,0.02,0.98,206.5358371,213.5098042,10.727383,3.060330193,90
9000000.1,220,0.116,0.884,487.2882776,125.8685859,5.862599564,1.747808314,90
9000000.1,220,0.212,0.788,587.1004222,93.91617657,17.40833204,4.960644026,90
9000000.1,220,0.308,0.692,641.1956765,76.98501124,8.927667463,2.434427484,90
9000000.1,220,0.404,0.596,680.9840182,65.88754314,10.2585718,3.370637559,90
9000000.1,220,0.5,0.5,711.4855554,54.35554391,11.19641914,3.565229173,90
9000000.1,220,0.596,0.404,737.4327977,46.22682481,16.74980592,3.624866572,90
9000000.1,220,0.692,0.308,770.4457983,37.32757299,16.45711567,3.167646119,90
9000000.1,220,0.788,0.212,796.101896,28.35760668,12.93644967,2.70681385,90
9000000.1,220,0.884,0.116,833.3176721,16.81254532,5.241964896,1.831462575,90
9000000.1,220,0.98,0.02,874.2082172,3.790601955,8.407141712,0.175348686,90
9000000.1,240,0.02,0.98,158.7251969,213.6021673,6.109366873,1.75139597,90
9000000.1,240,0.116,0.884,470.2679552,118.812917,6.508052395,2.319038393,90
9000000.1,240,0.212,0.788,577.4014507,85.37046407,10.02844319,3.156142457,90
9000000.1,240,0.308,0.692,638.497906,68.06619939,14.86316751,4.787861102,90
9000000.1,240,0.404,0.596,657.3663876,62.12200455,22.57463277,4.993985774,90
9000000.1,240,0.5,0.5,685.9802128,53.11997967,10.58785161,3.467347973,90
9000000.1,240,0.596,0.404,707.5562849,46.86981949,6.353514416,2.226520457,90
9000000.1,240,0.692,0.308,736.9031545,38.00909099,8.358498319,1.698055157,90
9000000.1,240,0.788,0.212,769.6962055,26.3194843,9.925845199,1.720922855,90
9000000.1,240,0.884,0.116,804.1441981,16.89121644,7.856290737,1.031597753,90
9000000.1,240,0.98,0.02,845.3243421,3.270669733,7.489569219,0.638325808,90
9000000.1,260,0.02,0.98,116.4773105,207.7741724,2.966833392,1.238152829,90
9000000.1,260,0.116,0.884,401.2017567,126.6350077,7.178400846,0.791084149,90
9000000.1,260,0.212,0.788,538.5701037,85.46405386,12.0477324,3.585148681,90
9000000.1,260,0.308,0.692,609.5606574,64.49659266,12.82032368,3.470614421,90
9000000.1,260,0.404,0.596,656.0183206,51.51652103,5.536582377,1.250392754,90
9000000.1,260,0.5,0.5,673.0079101,46.33891375,6.193375024,1.943244205,90
9000000.1,260,0.596,0.404,690.7383635,41.26288605,6.369246014,2.432172902,90
9000000.1,260,0.692,0.308,718.0924109,33.57844494,2.197577486,1.030390546,90
9000000.1,260,0.788,0.212,740.7666856,25.55975932,5.357272355,1.847963771,90
9000000.1,260,0.884,0.116,774.7396815,15.66175228,13.25758231,1.38496655,90
9000000.1,260,0.98,0.02,809.0751989,3.013339253,3.653920346,0.117083906,90
9000000.1,280,0.02,0.98,82.46994455,197.5958932,2.602341092,1.180734403,90
9000000.1,280,0.116,0.884,330.3484101,130.852582,4.759487382,1.341725839,90
9000000.1,280,0.212,0.788,467.9961724,92.15855834,11.01404517,2.5440024,90
9000000.1,280,0.308,0.692,556.086063,67.43341571,5.802504255,2.219798428,90
9000000.1,280,0.404,0.596,613.7919836,51.47368787,5.165303541,0.981590367,90
9000000.1,280,0.5,0.5,660.6179875,39.1193384,7.238506146,1.772724768,90
9000000.1,280,0.596,0.404,685.8813764,31.66623614,7.242895268,1.447743756,90
9000000.1,280,0.692,0.308,701.0958201,27.70005801,5.908199169,1.458432983,90
9000000.1,280,0.788,0.212,718.2328913,22.28746511,4.878326793,1.075512021,90
9000000.1,280,0.884,0.116,745.6241274,13.71887732,6.849575405,0.881372076,90
9000000.1,280,0.98,0.02,779.4079066,2.567801465,6.279502998,0.095372234,90
9000000.1,300,0.02,0.98,58.38186348,184.0432099,1.402865944,1.693544706,90
9000000.1,300,0.116,0.884,262.6322789,132.3139155,5.304179708,1.539498572,90
9000000.1,300,0.212,0.788,394.9951569,97.44517136,3.562903349,1.313917286,90
9000000.1,300,0.308,0.692,485.076415,73.50720407,6.722920108,2.035685082,90
9000000.1,300,0.404,0.596,551.0932327,55.38088752,4.994571002,1.296974032,90
9000000.1,300,0.5,0.5,604.7609536,41.60618122,5.692482198,0.83173106,90
9000000.1,300,0.596,0.404,643.5701146,31.19672902,3.75067649,0.25854568,90
9000000.1,300,0.692,0.308,673.6093847,22.91945312,3.685172096,0.715815796,90
9000000.1,300,0.788,0.212,699.8788683,15.57863871,2.521052717,0.294285946,90
9000000.1,300,0.884,0.116,720.5915993,10.06585866,5.920345637,0.188004252,90
9000000.1,300,0.98,0.02,746.1088532,2.117622312,5.968424833,0.161312252,90
9000000.1,320,0.02,0.98,42.22242721,168.6840414,0.699166932,0.90750523,90
9000000.1,320,0.116,0.884,206.6836825,129.3806066,1.79558847,0.341531937,90
9000000.1,320,0.212,0.788,324.6629974,99.94756274,3.694853298,1.152578778,90
9000000.1,320,0.308,0.692,415.2516219,77.00423975,3.038131393,0.830496471,90
9000000.1,320,0.404,0.596,487.0147726,58.62089109,3.767943915,0.417250324,90
9000000.1,320,0.5,0.5,540.1215718,44.91928628,4.512573278,0.849427214,90
9000000.1,320,0.596,0.404,586.0576843,33.09932357,2.590728992,0.753987343,90
9000000.1,320,0.692,0.308,621.03923,23.50903896,2.726586933,0.514889415,90
9000000.1,320,0.788,0.212,655.0431407,15.27847507,3.288974405,0.331706471,90
9000000.1,320,0.884,0.116,682.7640739,8.134255581,2.092482556,0.108874793,90
9000000.1,320,0.98,0.02,706.7815056,1.39022112,5.034977503,0.067180748,90
9000000.1,340,0.02,0.98,31.51863397,152.8265562,0.451204687,1.037708666,90
9000000.1,340,0.116,0.884,161.8220411,123.254835,1.795334015,0.273920864,90
9000000.1,340,0.212,0.788,265.0830947,98.48573201,4.246860646,1.119642554,90
9000000.1,340,0.308,0.692,351.3244624,77.74334381,4.343429184,1.349953233,90
9000000.1,340,0.404,0.596,418.0722332,61.23404532,1.472128326,0.664716204,90
9000000.1,340,0.5,0.5,477.4977438,46.78120259,3.419539713,0.686095775,90
9000000.1,340,0.596,0.404,523.2440031,35.20743108,1.836136789,0.852584511,90
9000000.1,340,0.692,0.308,564.4913413,24.96712345,3.920246835,1.022877156,90
9000000.1,340,0.788,0.212,599.1196399,16.12181091,0.854656732,0.367384265,90
9000000.1,340,0.884,0.116,632.1452792,8.325115098,1.220860115,0.208150598,90
9000000.1,340,0.98,0.02,659.0154191,1.382463412,5.607831767,0.034265742,90
9000000.1,360,0.02,0.98,24.04561869,138.2518776,0.497835729,0.502417455,90
9000000.1,360,0.116,0.884,127.088723,115.2572013,1.762111952,1.161336818,90
9000000.1,360,0.212,0.788,216.6392468,94.31735618,1.808123078,0.732389611,90
9000000.1,360,0.308,0.692,292.7261954,76.91767831,2.39610366,0.556910985,90
9000000.1,360,0.404,0.596,357.017422,61.63525808,2.39118429,0.464999769,90
9000000.1,360,0.5,0.5,414.2946271,47.57948404,2.199087798,0.393879195,90
9000000.1,360,0.596,0.404,463.2350212,35.90423243,2.170366616,0.417729251,90
9000000.1,360,0.692,0.308,504.9949994,25.78227957,3.876096976,0.164061093,90
9000000.1,360,0.788,0.212,541.255872,16.84433867,4.545944415,0.184895946,90
9000000.1,360,0.884,0.116,576.0847532,8.795152658,4.72353194,0.17447966,90
9000000.1,360,0.98,0.02,605.257136,1.43587225,2.965213719,0.061214604,90
9000000.1,380,0.02,0.98,18.63025582,124.3885213,0.206491827,0.305499464,90
9000000.1,380,0.116,0.884,102.2795089,105.8139153,0.499752131,0.946259217,90
9000000.1,380,0.212,0.788,175.8424463,89.19660561,1.545441819,0.41802541,90
9000000.1,380,0.308,0.692,243.2411554,73.53796968,1.667423397,0.635000067,90
9000000.1,380,0.404,0.596,303.6413003,59.7259004,2.385082042,0.911672962,90
9000000.1,380,0.5,0.5,355.4274013,47.48085505,2.302081027,0.600686297,90
9000000.1,380,0.596,0.404,403.0340038,36.45592484,3.265934089,0.368896234,90
9000000.1,380,0.692,0.308,445.8004405,26.15014082,1.421590755,0.292668808,90
9000000.1,380,0.788,0.212,483.8500978,17.18919201,0.883851526,0.056298776,90
9000000.1,380,0.884,0.116,518.3656484,8.958760738,3.51245992,0.129649065,90
9000000.1,380,0.98,0.02,549.6891554,1.479699987,2.050671655,0.046063077,90
9000000.1,400,0.02,0.98,14.95575962,112.2402484,0.116304956,0.981281951,90
9000000.1,400,0.116,0.884,82.51913545,96.72068759,0.68444573,0.44727457,90
9000000.1,400,0.212,0.788,144.7733498,82.62496467,1.621472689,0.489897824,90
9000000.1,400,0.308,0.692,202.3345164,69.62185198,1.934800734,0.207894093,90
9000000.1,400,0.404,0.596,256.1949092,57.27980213,1.678512948,0.243034797,90
9000000.1,400,0.5,0.5,304.5519229,46.0067247,1.608540919,0.178581383,90
9000000.1,400,0.596,0.404,349.1286027,35.57210968,1.643111947,0.443752293,90
9000000.1,400,0.692,0.308,390.1532635,25.96813305,2.616797929,0.214699717,90
9000000.1,400,0.788,0.212,427.1165384,17.23928559,2.268817792,0.113116865,90
9000000.1,400,0.884,0.116,462.4237806,9.010976082,2.804792114,0.059838597,90
9000000.1,400,0.98,0.02,493.6604534,1.506454135,2.336337641,0.050108924,90
10500000.1,200,0.02,0.98,216.5058586,223.4310512,19.52935282,5.579458064,105
10500000.1,200,0.116,0.884,483.2294378,138.2963353,26.50709229,8.868856771,105
10500000.1,200,0.212,0.788,606.6927646,98.03091149,31.78607492,6.683625586,105
10500000.1,200,0.308,0.692,679.184959,75.6837717,23.89023194,5.407635917,105
10500000.1,200,0.404,0.596,726.3732116,59.71021922,21.06478306,6.487347758,105
10500000.1,200,0.5,0.5,752.9242016,52.87584392,27.6288329,7.658941504,105
10500000.1,200,0.596,0.404,779.5576615,43.20456751,12.05473183,2.615778483,105
10500000.1,200,0.692,0.308,793.5243295,38.28445648,15.00279978,3.666815846,105
10500000.1,200,0.788,0.212,832.6424566,27.19749775,9.502151782,2.32709273,105
10500000.1,200,0.884,0.116,855.0096747,19.08260329,9.21362347,2.358444292,105
10500000.1,200,0.98,0.02,892.5621493,4.90568965,7.372258618,0.658251213,105
10500000.1,220,0.02,0.98,186.5905204,220.9274995,12.04478649,3.919109457,105
10500000.1,220,0.116,0.884,457.0245116,135.4743197,13.16823208,3.22953273,105
10500000.1,220,0.212,0.788,563.795031,101.485976,13.80022402,5.896600844,105
10500000.1,220,0.308,0.692,636.4910811,78.58256872,24.43622078,6.711844463,105
10500000.1,220,0.404,0.596,672.7224029,67.20472908,20.66583781,5.077003055,105
10500000.1,220,0.5,0.5,713.5482997,55.38934143,24.98354373,4.881948814,105
10500000.1,220,0.596,0.404,743.9645484,45.11966059,14.20785731,2.921717704,105
10500000.1,220,0.692,0.308,763.8202121,38.63587404,8.618925808,1.159421923,105
10500000.1,220,0.788,0.212,800.2739386,27.23628629,12.70466143,2.412338882,105
10500000.1,220,0.884,0.116,836.8272288,17.01520717,12.42041931,1.628642855,105
10500000.1,220,0.98,0.02,869.6832914,3.962034049,6.412675046,1.073598456,105
10500000.1,240,0.02,0.98,148.7689053,218.919778,3.845008999,2.035921378,105
10500000.1,240,0.116,0.884,443.7874327,128.3106064,6.987725848,2.571031422,105
10500000.1,240,0.212,0.788,552.4182044,95.12057737,22.99001823,7.332960597,105
10500000.1,240,0.308,0.692,609.7276882,77.35283934,13.27311908,4.676336419,105
10500000.1,240,0.404,0.596,649.3436345,64.65406751,8.609137776,1.422400608,105
10500000.1,240,0.5,0.5,676.5752956,55.96546731,12.33246084,2.88313016,105
10500000.1,240,0.596,0.404,708.3307915,47.03412377,4.143944771,1.357848614,105
10500000.1,240,0.692,0.308,740.3090557,37.06477233,9.9197764,1.004690727,105
10500000.1,240,0.788,0.212,774.1022912,26.84256602,12.1453767,1.48849995,105
10500000.1,240,0.884,0.116,800.756664,17.09563537,6.218339099,1.330462777,105
10500000.1,240,0.98,0.02,845.3774428,3.412131876,7.38160414,0.280180826,105
10500000.1,260,0.02,0.98,111.5323071,211.9702969,2.376182434,0.810284791,105
10500000.1,260,0.116,0.884,388.0426013,132.2991294,7.850544063,2.481542216,105
10500000.1,260,0.212,0.788,522.0691499,92.0905292,6.953993881,2.162679924,105
10500000.1,260,0.308,0.692,592.7485553,70.87578276,5.71142267,1.292097558,105
10500000.1,260,0.404,0.596,635.8510539,58.46305157,9.70132384,2.457649593,105
10500000.1,260,0.5,0.5,664.0115228,50.36496547,4.358784492,2.184317535,105
10500000.1,260,0.596,0.404,686.3696483,43.65295642,7.553423167,1.68769982,105
10500000.1,260,0.692,0.308,708.3066961,36.37387215,6.272040555,1.504089383,105
10500000.1,260,0.788,0.212,740.6792149,26.25583131,5.426688795,1.520503753,105
10500000.1,260,0.884,0.116,774.5420996,15.71953726,2.451648299,0.708267896,105
10500000.1,260,0.98,0.02,812.0236521,3.01062074,7.502821887,0.333800777,105
10500000.1,280,0.02,0.98,80.76035637,202.7578856,1.245053332,0.566865507,105
10500000.1,280,0.116,0.884,324.7791098,135.5382379,1.27326288,1.454448004,105
10500000.1,280,0.212,0.788,457.5482446,97.61478006,2.56668215,1.316974007,105
10500000.1,280,0.308,0.692,545.6382261,72.57770462,3.612268434,0.813985256,105
10500000.1,280,0.404,0.596,602.7216682,56.73762451,10.04567371,2.226114498,105
10500000.1,280,0.5,0.5,643.9554584,44.29077929,7.36118285,1.365467306,105
10500000.1,280,0.596,0.404,669.7511273,37.02923275,6.43512908,0.923097541,105
10500000.1,280,0.692,0.308,692.9620466,30.74098023,5.695428784,1.297096433,105
10500000.1,280,0.788,0.212,716.9713858,23.43706466,4.631547326,0.988437633,105
10500000.1,280,0.884,0.116,744.5920278,14.21795656,5.789595285,1.179463132,105
10500000.1,280,0.98,0.02,781.6933283,2.54797621,3.515434011,0.113665254,105
10500000.1,300,0.02,0.98,58.65991478,188.9309308,1.241755647,0.457264453,105
10500000.1,300,0.116,0.884,262.1890152,136.7477442,2.981899493,1.176224986,105
10500000.1,300,0.212,0.788,393.0557081,101.1434765,3.88027249,1.043104296,105
10500000.1,300,0.308,0.692,483.1017779,76.62126092,6.57067174,1.649870729,105
10500000.1,300,0.404,0.596,547.4522881,58.69137352,3.990977043,0.911118154,105
10500000.1,300,0.5,0.5,599.7141133,44.71340863,5.239677583,1.25924785,105
10500000.1,300,0.596,0.404,636.8601492,34.64987066,2.899979871,0.53134633,105
10500000.1,300,0.692,0.308,669.2407604,25.63296026,2.277845269,0.663230446,105
10500000.1,300,0.788,0.212,692.680631,18.89916996,6.082225612,0.553731645,105
10500000.1,300,0.884,0.116,717.0596748,11.70233729,3.870707681,0.649843538,105
10500000.1,300,0.98,0.02,748.9506502,2.272013969,3.879609059,0.191703526,105
10500000.1,320,0.02,0.98,43.37291222,175.0485449,0.806938759,0.91937722,105
10500000.1,320,0.116,0.884,209.264977,134.2507898,2.194372742,1.188607433,105
10500000.1,320,0.212,0.788,329.2842138,103.2310294,3.681052391,1.136937935,105
10500000.1,320,0.308,0.692,418.6797999,79.92945939,2.8093397,1.844785338,105
10500000.1,320,0.404,0.596,486.4419396,61.92670258,3.598772609,0.865136905,105
10500000.1,320,0.5,0.5,541.5609283,47.20774394,6.294223816,0.98819828,105
10500000.1,320,0.596,0.404,587.8852033,35.0558574,5.450856446,0.445000934,105
10500000.1,320,0.692,0.308,623.9668611,25.394361,6.492098359,1.048313334,105
10500000.1,320,0.788,0.212,657.1594403,16.71252393,2.620913956,0.570071863,105
10500000.1,320,0.884,0.116,684.6770633,9.114213278,3.413601319,0.451745923,105
10500000.1,320,0.98,0.02,711.9809195,1.68262705,4.671866294,0.069162521,105
10500000.1,340,0.02,0.98,32.762318,160.3874044,0.832457467,1.028354819,105
10500000.1,340,0.116,0.884,166.5973768,128.1456391,1.889304125,0.617834917,105
10500000.1,340,0.212,0.788,271.9320858,102.263305,3.197308602,1.014227563,105
10500000.1,340,0.308,0.692,356.1168013,81.39699237,3.257368018,0.634303507,105
10500000.1,340,0.404,0.596,424.4722323,64.04989453,3.097621332,0.349266351,105
10500000.1,340,0.5,0.5,481.3172668,49.26605625,1.932236927,0.670158248,105
10500000.1,340,0.596,0.404,530.6049067,36.67675431,4.821435914,0.606386169,105
10500000.1,340,0.692,0.308,572.3175126,26.11473384,2.917449371,0.251044445,105
10500000.1,340,0.788,0.212,605.4846326,17.21992447,4.078669481,0.247652841,105
10500000.1,340,0.884,0.116,637.6556597,8.960816199,2.760224451,0.176969435,105
10500000.1,340,0.98,0.02,665.9547905,1.516864051,2.839591516,0.036700632,105
10500000.1,360,0.02,0.98,24.9229624,146.2683752,0.319267436,0.77308242,105
10500000.1,360,0.116,0.884,133.0848294,120.5308516,0.638221515,0.3144429,105
10500000.1,360,0.212,0.788,225.1595462,98.85849984,2.559164068,0.562970997,105
10500000.1,360,0.308,0.692,300.6487482,80.60381642,1.38678606,0.719630055,105
10500000.1,360,0.404,0.596,368.2963213,63.78424275,3.526976094,0.783842262,105
10500000.1,360,0.5,0.5,424.7344625,49.67094895,4.164990813,0.54311271,105
10500000.1,360,0.596,0.404,472.525099,37.8702479,2.194306627,0.557909908,105
10500000.1,360,0.692,0.308,516.2044314,27.01157797,4.294329077,0.463685445,105
10500000.1,360,0.788,0.212,553.3875651,17.7278886,4.892114812,0.116034554,105
10500000.1,360,0.884,0.116,586.3841991,9.212908568,1.504160169,0.147144131,105
10500000.1,360,0.98,0.02,616.6115039,1.528699529,2.188700904,0.06100309,105
10500000.1,380,0.02,0.98,19.93067759,132.1704973,0.109249768,0.810214715,105
10500000.1,380,0.116,0.884,106.989287,112.106345,1.230055553,0.947255607,105
10500000.1,380,0.212,0.788,183.7767285,94.22701534,2.442334323,0.393687278,105
10500000.1,380,0.308,0.692,253.0733332,77.59777074,1.841906807,0.792227899,105
10500000.1,380,0.404,0.596,313.9173783,63.18544049,2.898121694,0.305974653,105
10500000.1,380,0.5,0.5,368.2479488,49.95297812,4.225746649,0.419620218,105
10500000.1,380,0.596,0.404,416.4719379,38.14939279,4.664432018,0.520351885,105
10500000.1,380,0.692,0.308,459.7829296,27.4333785,3.042651259,0.390919544,105
10500000.1,380,0.788,0.212,497.9843422,18.06518315,2.461277478,0.158629699,105
10500000.1,380,0.884,0.116,533.4947127,9.435196749,2.161909665,0.045333268,105
10500000.1,380,0.98,0.02,564.2131081,1.557873817,2.674353613,0.037458272,105
10500000.1,400,0.02,0.98,16.00913581,119.7723533,0.243052585,0.675634868,105
10500000.1,400,0.116,0.884,87.88176132,103.4242759,0.975685225,0.575897307,105
10500000.1,400,0.212,0.788,153.5544246,87.99542062,1.700448967,0.486995392,105
10500000.1,400,0.308,0.692,213.1583318,73.76788296,1.618984702,0.769905457,105
10500000.1,400,0.404,0.596,270.2288624,60.39614651,2.039401631,0.17898801,105
10500000.1,400,0.5,0.5,319.5901523,48.47115636,2.559037815,0.612660532,105
10500000.1,400,0.596,0.404,364.2642137,37.4366782,1.865101823,0.243255569,105
10500000.1,400,0.692,0.308,406.6327588,27.23532487,2.566255282,0.300479436,105
10500000.1,400,0.788,0.212,445.1895096,18.04429702,2.38684138,0.146971873,105
10500000.1,400,0.884,0.116,480.447379,9.470371658,2.611172825,0.098355891,105
10500000.1,400,0.98,0.02,513.1823283,1.580152364,2.12527966,0.032759466,105
12000000.1,200,0.02,0.98,214.4653911,224.9125083,7.120972235,4.418782951,120
12000000.1,200,0.116,0.884,481.6117757,138.304524,27.6642629,9.655366151,120
12000000.1,200,0.212,0.788,594.5104258,100.4133568,13.98097071,5.448475189,120
12000000.1,200,0.308,0.692,686.719622,72.7234103,35.73797509,10.51762562,120
12000000.1,200,0.404,0.596,715.4697451,63.30926545,21.08956803,4.199428076,120
